Generation,Zeit,Spieldauer,Stapel,Flach,Diagonal,Unentschieden,Hoechste Fitness
726,22.36,16.9,4774,139,37,0,91
727,22.87,17.8,4805,97,48,0,90
728,24.16,18.6,4816,91,43,0,94
729,24.53,18.4,4727,126,97,0,96
730,23.13,18.3,4816,105,29,0,97
731,23.37,17.8,4770,134,46,0,99
732,23.42,17.9,4756,116,78,0,98
733,23.02,17.6,4755,141,54,0,95
734,22.71,17.1,4774,140,36,0,98
735,23.39,17.4,4811,96,43,0,99
736,22.62,16.7,4791,125,34,0,97
737,22.62,16.9,4845,59,46,0,99
738,22.35,16.5,4828,91,31,0,97
739,21.51,15.9,4910,31,9,0,98
740,21.98,16.5,4941,9,0,0,99
741,21.48,16.3,4914,21,15,0,99
742,21.4,16.0,4942,8,0,0,99
743,20.96,15.7,4948,2,0,0,99
744,21.62,16.6,4946,3,1,0,98
745,22.47,16.5,4939,9,2,0,98
746,22.03,17.0,4905,28,17,0,98
747,22.46,17.0,4928,15,7,0,99
748,20.45,15.9,4920,24,6,0,99
749,21.05,16.1,4901,32,17,0,99
750,20.36,16.1,4920,23,7,0,99
751,20.41,15.8,4935,8,7,0,99
752,20.38,15.6,4902,37,11,0,99
753,19.92,15.6,4903,28,19,0,99
754,19.52,14.7,4936,14,0,0,99
755,18.61,15.3,4933,13,4,0,96
756,18.87,15.3,4916,30,4,0,99
757,19.46,15.8,4903,30,17,0,99
758,18.7,15.1,4944,6,0,0,99
759,18.35,14.8,4928,19,3,0,98
760,18.81,14.8,4933,16,1,0,99
761,17.91,14.4,4924,6,20,0,98
762,17.39,14.8,4945,1,4,0,99
763,18.19,14.3,4944,5,1,0,99
764,17.44,14.4,4950,0,0,0,99
765,18.82,14.5,4945,0,5,0,99
766,18.26,14.4,4950,0,0,0,99
767,18.21,14.3,4949,1,0,0,99
768,18.24,14.2,4929,18,3,0,98
769,18.69,14.7,4906,41,3,0,99
770,18.63,14.8,4920,27,3,0,99
771,19.25,15.0,4936,5,9,0,99
772,18.57,15.0,4943,0,7,0,98
773,18.22,14.7,4934,16,0,0,99
774,18.4,14.6,4932,15,3,0,98
775,17.87,14.8,4930,19,1,0,99
776,18.6,14.6,4942,2,6,0,99
777,17.62,14.5,4934,12,4,0,98
778,17.68,14.4,4939,8,3,0,99
779,18.08,14.2,4940,10,0,0,99
780,18.39,14.6,4935,14,1,0,99
781,18.14,14.8,4925,18,7,0,99
782,18.67,15.2,4923,23,4,0,99
783,17.54,14.1,4942,7,1,0,99
784,16.85,13.8,4944,3,3,0,99
785,17.1,13.8,4947,3,0,0,99
786,17.28,14.0,4945,5,0,0,98
787,17.43,14.0,4944,6,0,0,97
788,17.79,14.1,4937,13,0,0,97
789,16.35,13.6,4936,13,1,0,99
790,17.33,14.0,4943,3,4,0,99
791,16.78,15.6,4884,47,19,0,99
792,15.2,15.6,4886,45,19,0,99
793,14.97,15.4,4929,13,8,0,98
794,14.05,14.2,4916,33,1,0,99
795,13.27,13.6,4907,37,6,0,99
796,14.16,14.5,4793,122,35,0,97
797,14.53,14.7,4811,115,20,4,95
798,14.81,15.6,4746,182,22,0,97
799,14.07,14.4,4889,40,21,0,98
800,13.67,13.8,4882,53,15,0,98
801,13.41,13.9,4856,55,39,0,97
802,12.7,13.0,4924,20,6,0,99
803,12.86,13.1,4837,110,3,0,99
804,12.89,13.0,4888,60,2,0,98
805,12.44,12.7,4842,74,32,2,98
806,13.3,13.3,4829,100,21,0,96
807,12.77,13.1,4734,181,35,0,99
808,12.51,12.7,4744,198,8,0,98
809,12.44,12.8,4683,224,43,0,99
810,12.31,12.9,4719,213,18,0,99
811,12.44,12.8,4745,172,33,0,99
812,11.62,12.4,4693,203,54,0,99
813,12.59,12.8,4587,320,43,0,98
814,13.14,13.3,4536,353,61,0,97
815,12.91,13.4,4543,379,26,2,99
816,12.49,12.4,4570,352,28,0,99
817,12.01,12.3,4684,239,27,0,99
818,12.56,12.6,4735,189,26,0,99
819,12.62,12.5,4761,162,27,0,99
820,12.66,12.9,4716,177,57,0,99
821,12.75,13.1,4729,203,18,0,99
822,13.32,13.5,4743,178,29,0,99
823,13.5,14.0,4595,280,75,0,99
824,15.01,15.2,4382,473,95,0,98
825,14.32,14.5,4438,463,49,0,99
826,13.95,14.6,4447,451,52,0,99
827,14.65,15.0,4452,413,85,0,98
828,14.97,15.5,4523,318,108,1,94
829,15.66,15.9,4264,527,159,0,98
830,16.18,16.8,3941,711,298,0,95
831,17.35,18.2,3677,972,301,0,97
832,17.9,18.6,3644,889,417,0,95
833,16.6,16.8,4260,499,191,0,95
834,17.38,18.1,3783,914,253,0,97
835,17.42,18.3,4145,653,152,0,97
836,17.71,18.5,4156,614,180,0,96
837,16.11,17.2,4294,350,306,0,95
838,16.7,17.3,4435,335,180,0,96
839,17.2,17.8,4376,367,207,0,94
840,17.97,18.8,3933,648,368,1,94
841,17.07,17.5,3862,729,359,0,93
842,16.82,17.6,3870,659,421,0,95
843,16.45,16.9,4083,434,433,0,93
844,16.21,17.2,3746,602,602,0,88
845,16.3,17.3,3542,640,766,2,91
846,18.45,17.8,3300,944,706,0,91
847,17.34,17.3,3469,822,658,1,91
848,18.12,18.5,3133,1015,790,12,92
849,17.97,18.9,3454,860,623,13,90
850,18.65,19.3,3421,886,637,6,98
851,15.99,16.9,4126,385,436,3,97
852,15.69,16.0,4361,168,419,2,87
853,17.11,17.7,4110,240,598,2,81
854,18.71,19.2,4053,377,520,0,92
855,18.37,19.3,3703,357,889,1,90
856,20.85,22.0,3521,315,1114,0,95
857,19.87,20.7,3765,219,966,0,97
858,21.88,22.8,3423,174,1353,0,97
859,21.16,21.9,3500,215,1235,0,94
860,21.53,22.6,3163,301,1486,0,96
861,19.77,21.2,3562,376,1012,0,95
862,21.85,22.7,3551,375,1024,0,98
863,19.71,20.5,3659,252,1037,2,91
864,20.44,21.3,3640,195,1114,1,94
865,20.61,21.7,3288,334,1328,0,91
866,19.04,19.7,3868,252,830,0,91
867,19.74,20.2,3808,406,735,1,94
868,20.26,21.1,3858,230,861,1,93
869,20.12,21.1,3678,270,993,9,91
870,18.78,19.7,4072,135,737,6,91
871,18.86,19.5,3887,235,822,6,89
872,19.26,19.9,3904,410,625,11,92
873,20.0,20.5,3975,440,528,7,92
874,19.04,19.6,4138,325,487,0,91
875,19.15,20.0,4210,230,509,1,92
876,18.68,19.2,4010,253,687,0,90
877,18.46,19.0,3547,312,1088,3,99
878,17.79,18.1,3127,524,1285,14,98
879,16.88,17.4,3071,769,1086,24,99
880,15.91,16.1,3821,476,650,3,99
881,14.63,15.2,4085,320,530,15,99
882,15.21,15.5,4122,435,377,16,99
883,14.57,15.2,4078,482,390,0,99
884,14.65,15.5,4220,405,323,2,99
885,14.59,14.7,4478,350,113,9,99
886,14.53,15.0,4355,358,237,0,99
887,15.25,15.5,4222,516,212,0,99
888,15.09,15.3,4180,493,273,4,98
889,14.41,14.8,4359,271,316,4,98
890,14.35,14.6,4538,272,135,5,99
891,14.08,14.1,4647,144,154,5,99
892,14.15,14.4,4499,268,182,1,99
893,14.07,14.1,4448,300,199,3,98
894,12.77,14.0,4436,327,187,0,95
895,15.32,15.4,4193,464,293,0,96
896,15.05,15.7,4277,394,272,7,94
897,14.5,14.8,4419,312,218,1,99
898,15.67,16.1,4337,439,172,2,98
899,15.04,15.3,4640,251,57,2,98
900,15.48,15.9,4451,441,58,0,96
901,15.12,15.5,4387,480,81,2,99
902,13.29,13.2,4637,254,59,0,96
903,12.5,12.9,4712,197,41,0,95
904,13.48,13.8,4670,233,47,0,88
905,14.93,15.3,4721,170,59,0,91
906,14.5,15.0,4618,267,65,0,90
907,13.92,14.2,4647,239,64,0,93
908,14.75,15.2,4650,253,47,0,93
909,16.43,16.8,4377,479,94,0,95
910,15.55,16.0,4628,306,16,0,89
911,16.31,16.6,4394,506,49,1,89
912,16.49,17.3,4357,485,108,0,94
913,16.03,16.6,4358,491,97,4,93
914,15.55,15.9,4401,410,139,0,92
915,15.11,16.1,4469,336,142,3,95
916,14.9,16.1,4452,268,229,1,96
917,16.36,16.7,4278,410,261,1,98
918,17.44,18.0,4152,500,291,7,95
919,17.45,17.7,4320,337,282,11,90
920,15.7,16.1,4395,248,302,5,99
921,15.27,15.2,4777,147,23,3,99
922,14.13,14.7,4855,89,6,0,99
923,13.92,14.3,4803,141,6,0,99
924,15.63,15.9,4646,259,44,1,99
925,15.2,15.3,4826,104,12,8,99
926,13.86,13.1,4795,134,21,0,99
927,12.6,12.2,4875,62,13,0,99
928,11.49,11.6,4910,32,8,0,99
929,11.01,11.0,4853,42,55,0,99
930,10.63,10.5,4896,32,22,0,99
931,11.0,10.8,4857,53,40,0,99
932,10.24,9.8,4946,2,2,0,99
933,10.48,10.3,4930,16,4,0,99
934,10.25,10.1,4936,13,1,0,99
935,9.41,9.3,4949,1,0,0,99
936,9.43,9.3,4950,0,0,0,99
937,9.64,9.6,4943,4,3,0,99
938,9.95,9.8,4937,11,2,0,99
939,9.12,9.1,4946,4,0,0,99
940,9.27,9.1,4948,2,0,0,99
941,8.48,8.9,4950,0,0,0,99
942,9.29,9.1,4939,9,2,0,99
943,9.02,8.6,4946,4,0,0,99
944,9.03,8.6,4931,13,6,0,99
945,8.61,8.4,4947,0,3,0,99
946,8.62,8.5,4944,5,1,0,98
947,8.77,8.4,4950,0,0,0,99
948,8.98,8.7,4940,6,4,0,99
949,9.18,9.1,4943,6,1,0,99
950,8.87,8.7,4937,10,3,0,99
951,8.37,8.3,4942,5,3,0,99
952,8.65,8.2,4948,1,1,0,99
953,8.55,8.5,4945,5,0,0,99
954,8.62,8.2,4940,8,2,0,99
955,8.19,8.0,4949,1,0,0,99
956,8.38,8.2,4933,9,8,0,99
957,8.03,7.8,4950,0,0,0,99
958,7.83,7.7,4950,0,0,0,99
959,8.78,7.9,4949,1,0,0,99
960,9.41,7.8,4950,0,0,0,98
961,9.21,7.9,4947,3,0,0,98
962,8.99,8.3,4939,10,1,0,99
963,8.86,8.1,4929,12,9,0,99
964,8.47,8.1,4938,5,7,0,99
965,7.99,8.1,4938,5,7,0,99
966,8.5,7.7,4948,2,0,0,99
967,8.32,7.8,4941,7,2,0,99
968,8.7,7.8,4938,6,6,0,99
969,9.09,7.9,4944,6,0,0,99
970,8.99,7.9,4936,13,1,0,98
971,8.73,8.0,4935,14,1,0,99
972,9.92,8.2,4935,15,0,0,99
973,12.87,8.6,4926,23,1,0,98
974,13.29,9.3,4907,43,0,0,98
975,15.33,11.1,4679,271,0,0,97
976,15.1,11.2,4580,369,1,0,99
977,14.03,10.8,4695,255,0,0,99
978,16.24,11.9,4487,463,0,0,99
979,16.12,12.2,4398,552,0,0,99
980,17.14,12.4,4385,565,0,0,99
981,18.36,13.3,4065,885,0,0,99
982,17.57,13.3,4104,843,3,0,99
983,18.31,12.6,4406,544,0,0,99
984,16.43,12.4,4382,564,4,0,98
985,14.88,11.1,4591,359,0,0,98
986,15.29,11.6,4645,305,0,0,99
987,14.26,11.0,4766,182,2,0,99
988,14.54,11.1,4800,150,0,0,98
989,14.58,11.0,4851,99,0,0,99
990,14.7,11.2,4795,155,0,0,99
991,13.86,10.7,4790,160,0,0,99
992,13.01,10.1,4829,121,0,0,99
993,13.66,9.8,4819,131,0,0,99
994,12.85,9.8,4778,168,4,0,98
995,13.94,10.5,4775,175,0,0,99
996,13.3,9.9,4827,121,2,0,99
997,12.48,9.4,4833,117,0,0,98
998,12.6,9.6,4780,167,3,0,98
999,13.04,10.1,4724,221,5,0,98
