Generation,Zeit,Spieldauer,Stapel,Flach,Diagonal,Unentschieden,Hoechste Fitness
360,22.9,9.1,4544,5345,11,0,134
361,22.99,9.4,4658,5237,5,0,137
362,22.46,8.7,4540,5360,0,0,129
363,22.41,8.9,4289,5601,10,0,132
364,22.26,8.7,4038,5853,9,0,129
365,22.7,8.8,3431,6464,5,0,129
366,21.28,8.5,3524,6370,6,0,133
367,20.86,8.3,2941,6957,2,0,124
368,21.9,8.5,3369,6528,3,0,129
369,20.39,8.2,3137,6759,4,0,128
370,21.04,8.1,2872,7028,0,0,125
371,21.99,8.5,4782,5105,13,0,137
372,20.59,8.0,3533,6367,0,0,130
373,20.5,8.0,3019,6881,0,0,129
374,20.05,8.0,3183,6715,2,0,125
375,20.21,8.0,3382,6511,7,0,128
376,19.81,7.8,2522,7372,6,0,119
377,20.04,7.8,2516,7383,1,0,119
378,21.34,8.3,2675,7201,24,0,122
379,19.63,7.6,2212,7685,3,0,120
380,22.1,8.6,3286,6614,0,0,126
381,21.54,8.5,3143,6750,7,0,127
382,21.29,8.1,2522,7377,1,0,119
383,19.53,7.8,2599,7300,1,0,117
384,20.45,7.8,2044,7856,0,0,111
385,19.63,7.9,3485,6414,1,0,114
386,20.87,8.0,2534,7351,15,0,114
387,19.72,7.7,1865,8030,5,0,110
388,20.55,7.8,2248,7651,1,0,116
389,20.22,7.9,2771,7129,0,0,122
390,20.63,7.9,3120,6780,0,0,124
391,19.01,7.5,2163,7737,0,0,116
392,19.13,7.6,2051,7844,5,0,111
393,20.07,7.9,2799,7101,0,0,111
394,18.92,7.5,1619,8281,0,0,107
395,19.68,7.7,2044,7856,0,0,112
396,19.24,7.6,2077,7823,0,0,116
397,19.99,7.9,1865,8035,0,0,112
398,20.14,8.1,3152,6747,1,0,111
399,21.7,8.5,2445,7455,0,0,113
400,20.82,8.4,2812,7087,1,0,110
401,20.72,8.7,4376,5518,6,0,117
402,20.53,8.1,2287,7609,4,0,112
403,21.25,8.2,3819,6081,0,0,110
404,21.75,8.8,7104,2796,0,0,119
405,22.7,8.5,4272,5628,0,0,119
406,21.77,8.2,3156,6740,4,0,114
407,21.18,8.2,2541,7359,0,0,112
408,20.33,8.0,2557,7342,1,0,110
409,21.93,8.5,3703,6197,0,0,118
410,21.63,8.4,2794,7106,0,0,118
411,21.05,8.4,2168,7730,2,0,116
412,21.04,8.1,2159,7741,0,0,114
413,22.49,8.6,3000,6898,2,0,118
414,20.24,8.0,3042,6854,4,0,113
415,20.0,7.8,1756,8143,1,0,109
416,19.75,7.8,2294,7599,7,0,110
417,20.69,8.0,3710,6186,4,0,114
418,20.67,7.7,2180,7717,3,0,112
419,19.64,7.7,2027,7873,0,0,131
420,21.75,8.4,3726,6174,0,0,140
421,21.13,8.3,2690,7209,1,0,136
422,22.48,8.9,2767,7132,1,0,189
423,24.38,9.6,4271,5627,2,0,182
424,21.17,8.3,2505,7395,0,0,185
425,24.53,9.5,4281,5617,2,0,183
426,26.1,10.4,5923,3961,16,0,170
427,33.23,13.7,9563,323,14,0,177
428,30.43,12.9,9527,368,5,0,150
429,25.0,12.8,9428,464,8,0,166
430,31.63,12.7,9737,159,4,0,169
431,33.02,12.7,9561,331,8,0,174
432,31.51,12.2,9576,323,1,0,166
433,30.24,11.9,9650,241,9,0,172
434,30.04,11.4,9778,107,15,0,157
435,27.33,10.9,9616,263,21,0,148
436,29.46,11.1,9743,151,6,0,135
437,27.65,10.6,9832,66,2,0,133
438,26.36,10.1,9883,17,0,0,127
439,25.52,9.9,9875,25,0,0,131
440,27.13,10.5,9900,0,0,0,122
441,26.03,10.0,9852,47,1,0,151
442,23.94,9.1,9886,14,0,0,123
443,24.24,9.1,9884,16,0,0,122
444,23.75,9.1,9899,1,0,0,114
445,24.29,8.9,9899,0,1,0,117
446,24.18,8.9,9886,4,10,0,117
447,24.02,9.1,9890,4,6,0,112
448,23.63,8.9,9899,1,0,0,108
449,25.0,9.2,9900,0,0,0,116
450,24.04,9.0,9887,10,3,0,109
451,22.78,9.0,9893,7,0,0,110
452,23.82,9.1,9900,0,0,0,113
453,23.63,9.0,9900,0,0,0,108
454,23.96,9.1,9827,72,1,0,123
455,23.86,9.1,9700,197,3,0,132
456,25.0,9.4,9107,792,1,0,123
457,26.58,10.0,8836,1062,2,0,134
458,25.73,9.8,8058,1841,1,0,144
459,23.85,9.2,9509,390,1,0,124
460,25.57,9.4,8926,972,2,0,127
461,26.2,10.0,8149,1742,9,0,141
462,31.26,12.1,7363,2505,31,1,140
463,31.05,11.9,6712,3172,16,0,127
464,29.8,11.4,5828,4036,36,0,120
465,26.43,10.0,6435,3459,6,0,122
466,26.81,10.1,7344,2541,15,0,115
467,24.28,9.1,7295,2603,2,0,120
468,22.13,8.3,9633,267,0,0,123
469,21.43,8.1,9900,0,0,0,140
470,20.91,7.9,9900,0,0,0,115
471,20.17,7.7,9900,0,0,0,115
472,20.29,7.7,9900,0,0,0,117
473,19.73,7.6,9900,0,0,0,114
474,19.31,7.7,9900,0,0,0,128
475,18.55,7.4,9900,0,0,0,119
476,19.14,8.0,9897,3,0,0,126
477,20.27,8.3,9783,116,1,0,120
478,18.84,7.7,9698,202,0,0,114
479,18.77,7.7,9673,227,0,0,116
480,19.22,8.1,9693,206,1,0,115
481,21.33,8.7,9660,240,0,0,116
482,21.68,8.7,9194,706,0,0,111
483,20.62,8.7,8480,1420,0,0,111
484,21.32,8.8,9419,481,0,0,116
485,20.39,8.5,8479,1420,1,0,118
486,20.16,8.2,6649,3251,0,0,114
487,19.37,7.7,2749,7151,0,0,115
488,18.53,7.5,2146,7754,0,0,110
489,18.48,7.8,3550,6348,2,0,196
490,20.38,8.2,3296,6603,1,0,192
491,19.63,7.9,2894,7006,0,0,194
492,19.54,8.2,3481,6417,2,0,194
493,19.69,8.2,3602,6292,6,0,187
494,22.3,9.1,5932,3927,41,0,168
495,26.01,10.6,7993,1783,124,0,153
496,26.19,10.8,7296,2414,190,0,185
497,25.43,10.5,7537,2255,108,0,185
498,26.75,10.7,8642,1089,169,0,183
499,25.42,10.4,9218,660,22,0,173
500,25.04,10.2,9722,173,5,0,143
501,22.6,9.1,9898,2,0,0,107
502,22.53,9.3,9885,14,1,0,115
503,22.69,9.3,9892,1,7,0,113
504,18.94,9.1,9900,0,0,0,106
505,17.27,9.1,9900,0,0,0,103
506,17.52,9.2,9900,0,0,0,106
507,17.37,9.1,9900,0,0,0,102
508,17.59,9.2,9900,0,0,0,107
509,17.55,9.0,9900,0,0,0,100
510,17.24,9.1,9900,0,0,0,102
511,17.28,9.1,9900,0,0,0,102
512,17.03,9.0,9898,2,0,0,103
513,17.15,9.0,9900,0,0,0,100
514,18.13,9.2,9873,27,0,0,132
515,17.19,9.2,9888,12,0,0,115
516,18.53,9.5,9856,44,0,0,114
517,20.13,10.6,9818,82,0,0,125
518,23.29,12.6,9641,258,1,0,143
519,24.61,13.2,9769,131,0,0,122
520,23.03,12.4,9814,86,0,0,107
521,23.41,12.4,9823,77,0,0,115
522,23.66,12.7,9900,0,0,0,114
523,23.67,12.5,9882,18,0,0,123
524,23.96,12.6,9900,0,0,0,134
525,22.76,12.2,9900,0,0,0,126
526,22.54,11.9,9870,30,0,0,131
527,22.36,11.9,9899,0,1,0,136
528,22.77,12.1,9892,6,2,0,139
529,22.9,12.1,9894,6,0,0,117
530,22.46,12.1,9839,61,0,0,117
531,22.69,12.2,9783,115,2,0,114
532,23.93,12.7,9897,1,2,0,115
533,22.26,12.0,9899,1,0,0,113
534,21.9,11.7,9899,1,0,0,120
535,21.56,11.7,9885,13,2,0,120
536,21.63,11.6,9894,3,3,0,113
537,20.47,10.8,9900,0,0,0,108
538,19.76,10.6,9900,0,0,0,107
539,19.08,10.2,9881,19,0,0,115
540,19.75,10.4,9886,14,0,0,118
541,21.63,11.7,9857,42,1,0,110
542,22.45,11.6,9867,33,0,0,115
543,23.01,11.8,9774,125,1,0,136
544,23.67,12.4,9877,22,1,0,142
545,27.14,14.7,9840,48,12,0,153
546,27.22,14.4,9885,6,9,0,143
547,26.28,14.2,9889,1,10,0,140
548,25.16,13.5,9885,5,10,0,129
549,24.93,13.3,9892,4,4,0,128
550,25.1,13.4,9885,10,5,0,150
551,24.81,13.1,9899,1,0,0,149
552,24.38,12.9,9894,4,2,0,128
553,23.96,12.9,9881,18,1,0,117
554,23.83,12.9,9892,8,0,0,117
555,23.75,12.6,9897,3,0,0,115
556,22.65,12.0,9895,5,0,0,107
557,23.14,12.4,9867,10,23,0,120
558,23.12,12.0,9900,0,0,0,114
559,22.18,11.6,9900,0,0,0,107
560,22.98,12.1,9900,0,0,0,119
561,21.79,11.6,9899,1,0,0,107
562,21.86,11.7,9899,1,0,0,106
563,23.11,12.1,9897,3,0,0,175
564,23.17,12.2,9814,86,0,0,166
565,23.65,12.5,9898,1,1,0,183
566,25.33,13.4,9898,2,0,0,186
567,27.98,14.8,9898,0,0,2,171
568,26.61,13.9,9900,0,0,0,180
569,24.56,13.0,9888,9,3,0,171
570,24.1,12.8,9885,11,4,0,162
571,25.42,13.7,9872,13,15,0,160
572,25.6,13.7,9887,13,0,0,147
573,25.71,13.6,9888,12,0,0,147
574,24.99,13.3,9820,79,1,0,129
575,24.57,13.1,9755,143,2,0,189
576,26.37,13.9,9462,438,0,0,180
577,26.24,14.2,9200,693,7,0,182
578,27.16,14.4,8531,1355,14,0,174
579,29.08,15.3,6681,3177,42,0,184
580,28.92,15.4,7753,2147,0,0,169
581,24.51,12.8,9172,728,0,0,179
582,24.57,13.1,8998,902,0,0,187
583,24.7,13.3,9712,165,23,0,178
584,24.83,13.3,9744,145,11,0,157
585,22.89,12.2,9899,0,1,0,152
586,22.86,12.0,9900,0,0,0,143
587,22.46,11.9,9900,0,0,0,139
588,22.09,11.9,9900,0,0,0,144
589,22.04,11.7,9900,0,0,0,134
590,22.46,12.5,9900,0,0,0,130
591,22.28,11.9,9899,1,0,0,129
592,24.01,12.7,9867,22,11,0,147
593,24.36,12.8,9887,0,13,0,144
594,23.99,12.5,9812,49,39,0,153
595,23.98,12.9,9883,3,14,0,144
596,24.35,12.9,9899,1,0,0,126
597,25.51,13.2,9899,1,0,0,122
598,27.73,14.4,9900,0,0,0,120
599,26.93,14.3,9900,0,0,0,125
600,27.59,14.5,9900,0,0,0,121
601,27.47,14.9,9900,0,0,0,117
602,26.34,14.2,9900,0,0,0,126
603,27.68,14.7,9900,0,0,0,195
604,27.11,14.5,9900,0,0,0,195
605,27.37,14.6,9900,0,0,0,198
606,27.65,14.7,9900,0,0,0,195
607,27.42,14.8,9900,0,0,0,196
608,27.11,14.6,9900,0,0,0,192
609,29.68,14.6,9900,0,0,0,191
610,26.51,13.9,9900,0,0,0,180
611,23.81,12.3,9900,0,0,0,153
612,24.37,11.9,9900,0,0,0,123
613,27.64,12.1,9900,0,0,0,122
614,32.01,12.1,9900,0,0,0,122
615,32.11,12.5,9900,0,0,0,118
616,33.75,13.0,9895,5,0,0,127
617,33.65,12.9,9893,7,0,0,124
618,33.68,12.7,9900,0,0,0,125
619,32.11,12.7,9898,2,0,0,119
620,31.95,12.7,9898,2,0,0,118
621,31.95,12.7,9896,4,0,0,121
622,31.95,12.7,9900,0,0,0,119
623,31.88,12.8,9899,1,0,0,118
624,31.76,12.7,9884,16,0,0,113
625,31.79,12.9,9899,1,0,0,117
626,31.79,12.6,9899,1,0,0,121
627,32.67,12.7,9900,0,0,0,117
628,33.22,12.8,9898,2,0,0,111
629,33.1,12.7,9896,0,4,0,115
630,32.57,12.8,9896,4,0,0,110
631,32.21,12.7,9895,5,0,0,110
632,32.01,12.7,9896,2,2,0,118
633,33.05,12.6,9886,14,0,0,116
634,32.91,12.7,9897,3,0,0,119
635,31.81,12.6,9894,6,0,0,117
636,32.95,12.9,9900,0,0,0,114
637,32.81,12.9,9900,0,0,0,122
638,31.72,12.8,9897,2,1,0,115
639,33.05,13.0,9890,10,0,0,117
640,32.5,12.9,9900,0,0,0,115
641,33.54,12.8,9900,0,0,0,121
642,32.37,12.7,9900,0,0,0,117
643,31.2,12.6,9900,0,0,0,113
644,31.82,12.6,9899,1,0,0,115
645,32.14,12.6,9895,5,0,0,116
646,31.52,12.7,9899,1,0,0,114
647,31.88,12.6,9895,5,0,0,118
648,31.46,12.8,9900,0,0,0,113
649,33.07,12.8,9900,0,0,0,117
650,32.54,13.0,9895,5,0,0,114
651,33.87,13.2,9882,8,10,0,126
652,32.36,12.9,9898,2,0,0,119
653,33.12,12.9,9890,10,0,0,122
654,32.71,12.9,9895,5,0,0,111
655,32.83,13.1,9899,1,0,0,115
