Generation,Zeit,Spieldauer,Stapel,Flach,Diagonal,Unentschieden,Hoechste Fitness
656,33.58,13.0,9892,7,1,0,116
657,33.84,12.9,9898,1,1,0,118
658,35.01,12.9,9895,5,0,0,114
659,34.82,12.9,9899,1,0,0,115
660,34.33,13.2,9891,9,0,0,121
661,33.16,13.1,9895,5,0,0,113
662,32.94,12.6,9892,8,0,0,111
663,34.18,13.1,9898,1,1,0,116
664,35.21,13.4,9880,10,10,0,116
665,34.59,13.0,9899,1,0,0,117
666,35.75,13.1,9898,2,0,0,125
667,28.27,13.2,9899,1,0,0,117
668,25.39,12.9,9895,4,1,0,112
669,29.19,12.8,9890,10,0,0,119
670,29.89,13.2,9895,5,0,0,120
671,26.47,13.1,9900,0,0,0,114
672,28.84,13.0,9898,0,2,0,121
673,27.07,12.5,9894,6,0,0,115
674,28.74,12.7,9897,3,0,0,115
675,33.66,12.9,9899,1,0,0,122
676,33.2,12.8,9881,14,4,1,120
677,33.78,13.1,9899,1,0,0,112
678,33.49,12.9,9897,3,0,0,120
679,33.46,12.9,9900,0,0,0,120
680,33.33,12.9,9900,0,0,0,117
681,34.31,13.2,9899,1,0,0,123
682,32.98,13.0,9898,2,0,0,123
683,33.62,12.8,9894,6,0,0,117
684,33.61,13.0,9900,0,0,0,121
685,32.63,12.7,9900,0,0,0,111
686,33.49,12.9,9898,2,0,0,115
687,33.14,12.8,9893,1,6,0,118
688,32.85,13.0,9896,4,0,0,119
689,33.05,13.0,9899,1,0,0,116
690,32.92,13.0,9900,0,0,0,117
691,33.05,12.7,9897,3,0,0,112
692,31.48,12.8,9898,2,0,0,112
693,33.82,13.0,9892,8,0,0,116
694,33.45,13.1,9895,1,4,0,119
695,32.39,12.8,9895,4,1,0,108
696,32.23,12.6,9900,0,0,0,115
697,32.38,12.7,9900,0,0,0,118
698,33.04,12.7,9898,1,1,0,119
699,32.49,12.8,9895,5,0,0,117
700,31.74,12.6,9898,2,0,0,114
701,32.77,12.9,9895,5,0,0,118
702,32.4,12.7,9900,0,0,0,114
703,31.71,12.8,9899,1,0,0,119
704,24.66,13.0,9897,3,0,0,116
705,23.59,12.9,9891,9,0,0,119
706,24.11,12.9,9890,7,3,0,113
707,23.76,12.8,9895,5,0,0,115
708,24.4,13.2,9890,2,8,0,118
709,25.02,13.2,9884,16,0,0,118
710,24.2,13.0,9900,0,0,0,117
711,25.16,13.0,9892,8,0,0,111
712,24.06,13.1,9900,0,0,0,114
713,26.43,13.1,9896,4,0,0,121
714,23.96,12.7,9898,1,1,0,118
715,26.8,13.2,9897,3,0,0,117
716,26.35,13.1,9900,0,0,0,115
717,23.47,12.9,9894,6,0,0,120
718,24.28,12.9,9900,0,0,0,115
719,24.12,12.9,9895,1,4,0,114
720,24.17,12.9,9898,1,1,0,120
721,26.82,12.9,9896,3,1,0,115
722,31.6,12.9,9897,3,0,0,122
723,26.15,12.9,9900,0,0,0,118
724,22.83,12.7,9898,2,0,0,117
725,22.93,12.7,9898,2,0,0,113
726,23.49,12.7,9894,5,1,0,121
727,22.14,12.3,9900,0,0,0,111
728,22.48,13.0,9894,5,1,0,117
729,22.01,12.7,9883,14,3,0,117
730,22.36,12.8,9900,0,0,0,121
731,22.15,12.3,9900,0,0,0,122
732,22.79,12.8,9895,5,0,0,113
733,22.2,12.9,9898,2,0,0,113
734,22.38,13.0,9894,6,0,0,116
735,22.66,13.2,9893,4,3,0,115
736,23.17,13.3,9898,1,1,0,116
737,22.72,13.2,9896,4,0,0,119
738,22.7,13.2,9899,1,0,0,114
739,28.92,12.9,9897,3,0,0,116
740,33.29,13.2,9900,0,0,0,123
741,33.07,13.0,9900,0,0,0,115
742,32.34,12.9,9900,0,0,0,112
743,33.1,12.7,9900,0,0,0,121
744,24.51,12.6,9900,0,0,0,116
745,23.86,12.5,9900,0,0,0,112
746,22.6,12.0,9900,0,0,0,129
747,22.64,12.3,9900,0,0,0,114
748,22.41,12.4,9888,0,12,0,118
749,22.41,12.1,9882,7,11,0,115
750,22.16,12.4,9861,22,15,2,114
751,21.3,12.2,9874,5,20,1,114
752,20.86,11.8,9878,14,8,0,189
753,21.23,11.8,9891,5,2,2,190
754,21.53,11.7,9882,5,13,0,192
755,23.96,13.1,9895,0,4,1,183
756,25.99,13.4,9898,0,2,0,167
757,27.66,15.0,9900,0,0,0,187
758,25.92,14.3,9899,1,0,0,168
759,24.28,13.4,9893,3,2,2,132
760,23.57,12.7,9896,0,2,2,127
761,24.35,13.0,9886,6,3,5,133
762,24.77,13.1,9900,0,0,0,147
763,25.24,13.8,9900,0,0,0,110
764,25.21,12.9,9893,3,4,0,114
765,26.6,13.3,9896,3,1,0,113
766,24.53,13.2,9897,3,0,0,114
767,24.56,13.0,9900,0,0,0,115
768,28.92,12.4,9898,2,0,0,109
769,23.1,12.6,9900,0,0,0,110
770,29.07,12.3,9900,0,0,0,108
771,26.41,12.4,9899,1,0,0,109
772,22.33,12.3,9899,0,1,0,103
773,22.24,12.2,9900,0,0,0,104
774,22.67,12.1,9899,0,1,0,105
775,21.91,12.1,9900,0,0,0,102
776,21.62,12.4,9900,0,0,0,111
777,21.64,12.6,9900,0,0,0,114
778,21.67,12.4,9899,0,1,0,112
779,22.06,12.6,9891,7,2,0,108
780,21.88,12.3,9899,1,0,0,105
781,26.85,12.8,9900,0,0,0,173
782,29.19,12.7,9899,0,1,0,187
783,30.71,12.8,9900,0,0,0,167
784,31.54,14.7,9900,0,0,0,129
785,30.98,16.1,9900,0,0,0,119
786,29.83,16.0,9899,1,0,0,138
787,29.12,15.7,9900,0,0,0,128
788,30.34,15.9,9900,0,0,0,139
789,29.38,15.6,9895,0,5,0,161
790,28.73,15.5,9873,12,9,6,172
791,28.96,15.4,9897,3,0,0,183
792,27.59,15.1,9900,0,0,0,171
793,27.36,15.1,9895,5,0,0,159
794,26.83,15.2,9900,0,0,0,156
795,26.39,15.0,9900,0,0,0,167
796,25.98,15.1,9900,0,0,0,163
797,26.54,15.4,9893,4,3,0,148
798,26.09,14.9,9900,0,0,0,127
799,26.88,15.5,9899,1,0,0,125
800,27.31,15.3,9900,0,0,0,124
801,37.42,15.1,9899,1,0,0,174
802,29.14,14.7,9898,0,2,0,168
803,26.14,14.4,9896,2,2,0,149
804,27.04,14.4,9897,0,3,0,159
805,28.89,14.4,9900,0,0,0,162
806,24.96,13.4,9897,3,0,0,174
807,26.56,13.9,9895,5,0,0,170
808,26.56,14.5,9886,13,1,0,161
809,27.69,15.0,9842,58,0,0,146
810,29.28,15.9,9878,21,1,0,152
811,31.25,17.2,9875,15,10,0,148
812,34.62,18.2,9859,39,2,0,156
813,42.19,19.5,9836,61,3,0,156
814,35.85,19.2,9780,118,2,0,154
815,34.87,18.8,9799,101,0,0,152
816,38.34,18.4,9893,7,0,0,155
817,37.74,18.4,9838,62,0,0,145
818,36.41,19.3,9887,12,1,0,163
819,36.54,20.0,9880,18,2,0,174
820,35.44,18.4,9788,112,0,0,160
821,32.9,17.8,9733,167,0,0,160
822,30.91,17.1,9811,89,0,0,159
823,31.06,16.4,9823,77,0,0,160
824,38.35,16.6,9817,81,2,0,166
825,28.9,15.7,9726,174,0,0,144
826,29.01,14.9,9755,145,0,0,163
827,31.42,14.7,9725,175,0,0,174
828,26.89,14.3,9631,260,9,0,158
829,26.85,14.1,9526,374,0,0,139
830,26.63,14.7,9719,179,2,0,169
831,25.98,14.6,9726,170,4,0,156
832,25.97,15.1,9728,170,2,0,146
833,28.32,15.0,9613,284,3,0,152
834,36.02,14.3,9699,200,1,0,149
835,34.01,13.9,9737,162,1,0,153
836,31.65,13.9,9503,396,1,0,181
837,36.88,15.0,9790,105,5,0,180
838,39.44,15.8,9832,68,0,0,162
839,40.76,15.8,9761,135,4,0,164
840,35.26,14.0,9819,81,0,0,176
841,33.07,13.1,9800,100,0,0,153
842,33.22,13.1,9720,179,1,0,155
843,25.86,14.0,9614,281,5,0,151
844,31.2,13.8,9659,230,11,0,150
845,31.34,13.6,9463,437,0,0,131
846,32.69,13.9,9420,480,0,0,149
847,29.03,14.8,9520,371,9,0,162
848,28.58,15.8,9679,141,80,0,147
849,27.02,15.1,9680,200,20,0,161
850,25.98,14.4,9831,63,6,0,196
851,24.43,13.6,9596,294,10,0,191
852,22.69,12.6,9463,435,2,0,180
853,21.29,11.6,8587,1312,1,0,145
854,19.62,11.0,7765,2127,8,0,168
855,20.18,11.1,9099,770,31,0,145
856,20.0,11.1,8630,1262,8,0,164
857,20.22,11.2,9103,797,0,0,163
858,22.26,12.0,8476,1424,0,0,169
859,22.85,12.6,8626,1269,5,0,154
860,21.9,12.1,8213,1683,4,0,153
861,22.23,12.3,9204,690,6,0,156
862,21.39,11.5,9412,477,11,0,154
863,20.47,11.2,9287,599,14,0,157
864,20.41,11.3,8987,912,1,0,167
865,21.65,11.9,8951,907,42,0,169
866,22.18,12.0,9563,278,59,0,171
867,21.71,11.8,9699,140,61,0,183
868,19.74,10.7,9783,69,48,0,182
869,19.43,10.8,9748,150,2,0,189
870,19.1,10.4,9820,80,0,0,192
871,19.11,10.6,9660,240,0,0,187
872,18.81,10.5,9628,272,0,0,174
873,19.14,10.6,9374,525,1,0,156
874,18.37,10.0,9581,319,0,0,132
875,17.91,9.7,9850,50,0,0,174
876,17.55,9.6,9900,0,0,0,188
877,17.97,9.7,9900,0,0,0,177
878,18.24,9.9,9900,0,0,0,156
879,19.12,10.6,9900,0,0,0,176
880,18.39,9.7,9892,8,0,0,157
881,16.88,8.9,9899,1,0,0,180
882,17.49,9.6,9896,4,0,0,172
883,18.8,10.2,9900,0,0,0,156
884,18.87,10.2,9900,0,0,0,195
885,18.33,10.0,9899,1,0,0,196
886,17.86,9.6,9900,0,0,0,190
887,18.27,9.8,9900,0,0,0,173
888,16.99,9.3,9900,0,0,0,129
889,16.41,9.1,9900,0,0,0,108
890,16.62,9.1,9900,0,0,0,109
891,16.43,9.1,9900,0,0,0,113
892,16.75,9.1,9900,0,0,0,108
893,16.6,9.1,9900,0,0,0,108
894,16.97,9.1,9900,0,0,0,110
895,17.66,9.1,9900,0,0,0,107
896,17.38,9.1,9900,0,0,0,108
897,17.69,9.1,9900,0,0,0,108
898,19.9,9.1,9900,0,0,0,108
899,17.69,9.2,9900,0,0,0,117
900,17.69,9.1,9900,0,0,0,107
901,16.77,9.1,9900,0,0,0,110
902,16.88,9.1,9900,0,0,0,108
903,16.48,9.1,9900,0,0,0,110
904,16.42,9.1,9900,0,0,0,108
905,16.69,9.1,9900,0,0,0,110
906,16.05,9.1,9900,0,0,0,110
907,15.71,9.0,9900,0,0,0,107
908,15.99,9.1,9900,0,0,0,110
909,16.43,9.1,9900,0,0,0,112
910,16.56,9.1,9900,0,0,0,106
911,16.35,9.1,9900,0,0,0,106
912,16.4,9.1,9900,0,0,0,113
913,16.67,9.1,9900,0,0,0,110
914,16.31,9.1,9900,0,0,0,112
915,16.4,9.2,9900,0,0,0,115
916,16.44,9.1,9900,0,0,0,105
917,16.37,9.1,9900,0,0,0,110
918,16.5,9.1,9900,0,0,0,108
919,16.37,9.1,9900,0,0,0,111
920,16.06,9.1,9900,0,0,0,111
921,16.49,9.1,9900,0,0,0,113
922,16.18,9.1,9900,0,0,0,109
923,16.39,9.1,9900,0,0,0,106
924,16.24,9.1,9900,0,0,0,108
925,16.21,9.1,9900,0,0,0,109
926,16.36,9.1,9900,0,0,0,111
927,16.37,9.1,9900,0,0,0,110
928,16.49,9.1,9900,0,0,0,110
929,16.68,9.1,9900,0,0,0,111
930,16.56,9.2,9900,0,0,0,117
931,16.84,9.1,9900,0,0,0,111
932,16.29,9.1,9900,0,0,0,107
933,16.4,9.1,9900,0,0,0,109
934,16.62,9.1,9900,0,0,0,107
935,16.73,9.1,9900,0,0,0,111
936,16.54,9.1,9900,0,0,0,110
937,16.64,9.1,9900,0,0,0,112
938,16.61,9.1,9900,0,0,0,106
939,20.5,9.1,9900,0,0,0,110
940,22.98,9.1,9900,0,0,0,109
941,23.2,9.1,9900,0,0,0,108
942,23.11,9.1,9900,0,0,0,109
943,22.69,9.1,9900,0,0,0,107
944,23.29,9.1,9900,0,0,0,109
945,22.28,9.1,9900,0,0,0,107
946,23.0,9.1,9900,0,0,0,113
947,23.29,9.1,9900,0,0,0,106
948,23.0,9.1,9900,0,0,0,109
949,22.41,9.1,9900,0,0,0,108
950,17.5,9.1,9900,0,0,0,110
951,16.37,9.1,9900,0,0,0,106
952,15.84,9.1,9900,0,0,0,107
953,16.53,9.1,9900,0,0,0,113
954,16.63,9.2,9900,0,0,0,113
955,16.67,9.1,9900,0,0,0,107
956,16.73,9.1,9900,0,0,0,110
957,16.19,9.1,9900,0,0,0,106
958,16.25,9.1,9900,0,0,0,111
959,17.09,9.2,9900,0,0,0,115
960,16.99,9.1,9900,0,0,0,108
961,16.56,9.0,9900,0,0,0,103
962,16.01,9.1,9900,0,0,0,107
963,15.87,9.1,9900,0,0,0,106
964,15.56,9.1,9900,0,0,0,110
965,15.64,9.1,9900,0,0,0,108
966,15.56,9.1,9900,0,0,0,106
967,15.76,9.1,9900,0,0,0,108
968,15.7,9.1,9900,0,0,0,112
969,15.53,9.1,9900,0,0,0,107
970,16.02,9.1,9900,0,0,0,111
971,15.85,9.1,9900,0,0,0,111
972,15.68,9.1,9900,0,0,0,106
973,15.42,9.0,9900,0,0,0,105
974,15.43,9.1,9900,0,0,0,108
975,15.13,9.1,9900,0,0,0,108
976,15.39,9.1,9900,0,0,0,109
977,14.97,9.1,9900,0,0,0,111
978,14.99,9.1,9900,0,0,0,111
979,15.19,9.1,9900,0,0,0,110
980,15.27,9.1,9900,0,0,0,107
981,15.15,9.1,9900,0,0,0,105
982,14.98,9.1,9900,0,0,0,109
983,15.14,9.1,9900,0,0,0,105
984,15.05,9.1,9900,0,0,0,109
985,14.93,9.1,9900,0,0,0,108
986,15.04,9.1,9900,0,0,0,108
987,15.07,9.1,9900,0,0,0,111
988,15.18,9.1,9900,0,0,0,109
989,15.05,9.1,9900,0,0,0,110
990,14.91,9.1,9900,0,0,0,110
991,15.09,9.1,9900,0,0,0,108
992,15.29,9.1,9900,0,0,0,108
993,14.97,9.1,9900,0,0,0,107
994,14.91,9.1,9900,0,0,0,112
995,14.81,9.1,9900,0,0,0,105
996,14.68,9.1,9900,0,0,0,109
997,15.11,9.0,9900,0,0,0,105
998,15.19,9.1,9900,0,0,0,107
999,14.96,9.1,9900,0,0,0,108
