Generation,Zeit,Spieldauer,Stapel,Flach,Diagonal,Unentschieden,Hoechste Fitness
658,29.97,16.2,2360,7540,0,0,165
659,31.87,16.3,2016,7880,4,0,154
660,30.81,16.4,1298,8594,8,0,140
661,31.16,16.6,2350,7538,12,0,140
662,33.01,17.2,2762,7104,34,0,138
663,31.47,17.0,3071,6798,31,0,130
664,31.13,16.9,1971,7926,3,0,121
665,30.93,17.2,2659,7223,18,0,124
666,29.66,16.9,2691,7209,0,0,126
667,29.97,17.0,1739,8161,0,0,117
668,28.49,16.3,2039,7851,10,0,115
669,29.57,16.6,2555,7338,7,0,122
670,28.28,16.0,3150,6748,2,0,125
671,38.57,16.6,1827,8067,6,0,116
672,34.18,16.3,2587,7290,23,0,122
673,29.76,15.9,2784,7087,29,0,120
674,30.09,15.7,2865,7030,5,0,123
675,32.9,16.5,2122,7752,26,0,119
676,29.14,15.5,2762,7136,2,0,122
677,31.1,16.5,1222,8654,24,0,108
678,30.1,16.2,2034,7865,1,0,118
679,29.96,16.1,2606,7294,0,0,124
680,31.15,16.7,1557,8342,1,0,116
681,31.43,16.1,2150,7750,0,0,115
682,36.21,16.8,1936,7964,0,0,117
683,32.02,15.9,2524,7376,0,0,116
684,30.93,16.4,2343,7533,24,0,119
685,30.19,15.9,2863,7025,12,0,123
686,32.12,15.3,2724,7156,20,0,116
687,33.59,16.0,2509,7384,7,0,123
688,30.38,15.9,1522,8378,0,0,105
689,29.79,15.9,2468,7428,4,0,114
690,32.22,16.7,2077,7817,6,0,119
691,31.87,16.6,2089,7757,54,0,115
692,28.52,15.5,3169,6694,37,0,124
693,29.31,16.0,2913,6968,19,0,121
694,33.33,16.4,3117,6746,37,0,125
695,36.12,16.3,2249,7606,45,0,120
696,31.9,16.6,2055,7822,23,0,116
697,31.12,16.1,2258,7628,14,0,118
698,34.42,16.1,1706,8189,5,0,111
699,31.52,16.5,1423,8477,0,0,107
700,30.75,16.7,1654,8246,0,0,114
701,29.84,16.6,2097,7803,0,0,118
702,29.12,16.8,2559,7319,22,0,122
703,32.47,16.7,2485,7378,37,0,123
704,38.66,16.4,3151,6729,20,0,126
705,38.27,16.7,1471,8429,0,0,113
706,39.03,16.1,2465,7435,0,0,120
707,38.92,15.7,2808,6981,111,0,165
708,42.7,16.4,2213,7618,69,0,158
709,42.13,16.5,3046,6659,195,0,127
710,42.99,16.6,2521,7298,81,0,120
711,38.83,16.1,2571,7242,87,0,117
712,34.02,16.4,2652,7054,194,0,120
713,38.05,15.9,2237,7512,151,0,112
714,38.15,15.9,2495,7171,234,0,116
715,32.52,16.1,2627,7023,250,0,198
716,28.81,15.6,2462,7389,49,0,198
717,29.74,16.4,2466,7291,143,0,198
718,28.82,15.8,1738,8162,0,0,197
719,28.73,15.9,2393,7432,75,0,197
720,31.48,16.9,1143,8757,0,0,196
721,29.91,16.6,2066,7795,39,0,193
722,29.02,16.0,3993,5869,38,0,182
723,27.49,15.2,6293,3601,6,0,161
724,25.99,14.0,8371,1524,5,0,135
725,26.03,14.3,8470,1430,0,0,124
726,26.21,14.2,8773,1127,0,0,119
727,26.68,14.4,8319,1581,0,0,125
728,27.65,15.0,8653,1242,5,0,118
729,26.84,14.8,8345,1503,52,0,121
730,27.0,14.7,9008,863,29,0,113
731,26.44,14.4,8333,1567,0,0,123
732,26.9,14.7,9298,555,47,0,121
733,26.4,14.5,8983,897,20,0,117
734,27.15,14.8,8622,1278,0,0,118
735,27.13,15.0,7941,1943,16,0,118
736,28.48,15.7,7212,2650,38,0,117
737,28.79,15.7,7657,2185,58,0,119
738,28.92,15.7,7268,2632,0,0,117
739,27.26,14.8,8268,1632,0,0,121
740,28.71,15.3,8325,1575,0,0,116
741,27.64,15.0,8882,1018,0,0,121
742,28.11,15.1,8455,1445,0,0,107
743,27.67,15.2,6932,2968,0,0,129
744,27.15,14.5,7024,2875,1,0,116
745,27.34,15.0,6875,3022,3,0,117
746,26.8,14.9,8450,1396,54,0,118
747,26.95,15.0,8285,1501,114,0,125
748,27.35,15.1,7665,2233,2,0,132
749,28.96,15.4,6706,3194,0,0,143
750,30.34,15.7,7292,2608,0,0,147
751,31.93,15.6,7238,2662,0,0,153
752,30.73,15.7,5876,4024,0,0,130
753,28.76,15.7,5982,3910,8,0,114
754,29.01,15.9,7120,2780,0,0,108
755,28.42,15.8,8595,1304,1,0,116
756,27.68,16.0,9265,633,2,0,115
757,27.32,15.5,9621,277,2,0,107
758,28.23,15.6,9358,541,1,0,108
759,27.58,15.3,9683,217,0,0,108
760,28.4,15.7,9532,365,3,0,108
761,28.75,16.0,9684,215,1,0,107
762,28.95,16.1,8958,942,0,0,114
763,28.37,16.0,8763,1137,0,0,112
764,28.52,16.0,8800,1099,1,0,115
765,28.45,16.2,9244,653,3,0,114
766,29.54,16.4,8750,1150,0,0,114
767,28.58,16.1,9109,791,0,0,115
768,28.6,15.9,9206,692,2,0,113
769,28.68,16.1,9359,538,3,0,112
770,29.58,16.2,9331,565,4,0,110
771,28.78,16.2,9453,433,14,0,111
772,29.13,16.1,9306,594,0,0,108
773,29.64,16.3,9248,626,26,0,141
774,30.65,17.1,9474,426,0,0,110
775,42.99,17.2,9298,601,1,0,135
776,44.58,17.2,9189,706,5,0,161
777,40.77,16.0,9312,571,17,0,142
778,37.64,14.8,9211,642,47,0,144
779,38.79,15.2,8976,838,86,0,126
780,41.26,16.3,8906,945,49,0,123
781,32.07,17.6,8330,1447,123,0,178
782,33.33,18.6,7923,1922,55,0,179
783,34.02,18.9,7919,1854,127,0,175
784,32.9,18.2,8015,1819,66,0,157
785,31.68,17.7,7454,2307,139,0,130
786,33.38,18.1,8363,1381,156,0,124
787,27.98,16.1,8885,986,29,0,156
788,29.94,17.3,9086,811,3,0,173
789,28.23,16.7,8827,1068,5,0,144
790,29.43,17.2,9125,764,11,0,144
791,29.1,17.2,9112,786,2,0,122
792,28.43,16.5,9094,696,110,0,156
793,29.54,17.5,9238,584,78,0,157
794,29.37,17.6,8780,740,380,0,197
795,28.02,17.2,9047,670,183,0,188
796,27.4,16.6,9213,607,80,0,182
797,24.64,14.9,9466,350,84,0,185
798,23.79,14.5,9279,554,67,0,168
799,18.9,11.4,9900,0,0,0,124
800,18.98,11.5,9878,22,0,0,116
801,20.04,12.1,9812,45,43,0,121
802,22.1,13.2,9735,148,17,0,137
803,17.41,10.5,9900,0,0,0,105
804,17.44,10.5,9900,0,0,0,105
805,16.96,10.3,9900,0,0,0,103
806,17.31,10.4,9900,0,0,0,104
807,17.39,10.5,9900,0,0,0,106
808,17.41,10.5,9900,0,0,0,102
809,17.34,10.6,9900,0,0,0,100
810,17.87,10.7,9900,0,0,0,101
811,17.84,10.6,9896,3,1,0,122
812,17.58,10.3,9895,4,1,0,107
813,17.98,10.4,9900,0,0,0,105
814,23.21,10.7,9900,0,0,0,107
815,25.5,11.0,9895,4,1,0,107
816,24.32,11.1,9900,0,0,0,113
817,24.49,10.9,9898,2,0,0,109
818,25.86,11.2,9900,0,0,0,110
819,25.79,11.2,9900,0,0,0,104
820,25.12,10.9,9900,0,0,0,106
821,25.35,11.1,9900,0,0,0,103
822,25.64,11.3,9900,0,0,0,109
823,26.66,11.9,9900,0,0,0,163
824,25.26,11.2,9898,2,0,0,134
825,22.79,10.4,9891,9,0,0,109
826,22.21,10.5,9900,0,0,0,107
827,20.21,10.4,9896,4,0,0,106
828,25.38,10.9,9899,1,0,0,109
829,24.65,10.9,9898,2,0,0,111
830,26.85,12.3,9896,4,0,0,145
831,32.14,14.3,9893,0,7,0,164
832,27.3,11.8,9873,23,4,0,125
833,25.18,10.8,9876,14,10,0,134
834,25.22,10.6,9850,39,11,0,109
835,26.15,10.8,9834,56,10,0,112
836,24.21,10.6,9883,14,3,0,111
837,25.63,10.6,9892,4,4,0,104
838,22.22,10.4,9883,10,7,0,113
839,22.19,10.1,9900,0,0,0,101
840,21.31,9.9,9884,16,0,0,107
841,22.94,10.0,9898,0,2,0,118
842,21.94,9.6,9900,0,0,0,104
843,23.27,9.7,9900,0,0,0,101
844,23.38,9.8,9874,24,2,0,108
845,22.77,9.5,9887,12,1,0,154
846,21.37,9.1,9900,0,0,0,117
847,21.55,9.1,9900,0,0,0,110
848,23.02,9.3,9900,0,0,0,124
849,25.79,9.7,9900,0,0,0,175
850,23.85,9.8,9900,0,0,0,182
851,21.47,9.4,9900,0,0,0,145
852,23.0,9.4,9897,1,2,0,113
853,22.97,9.1,9899,0,1,0,106
854,22.74,9.1,9900,0,0,0,106
855,23.28,9.3,9900,0,0,0,108
856,23.36,9.4,9895,1,4,0,106
857,22.61,9.0,9900,0,0,0,100
858,21.04,9.1,9899,0,1,0,102
859,16.09,9.1,9900,0,0,0,105
860,20.41,9.2,9900,0,0,0,110
861,22.37,9.3,9891,9,0,0,108
862,22.12,9.1,9899,1,0,0,103
863,23.26,9.2,9898,2,0,0,105
864,24.36,9.0,9900,0,0,0,101
865,23.7,9.1,9898,0,2,0,104
866,24.27,9.3,9887,13,0,0,109
867,23.35,9.0,9900,0,0,0,102
868,22.58,9.1,9900,0,0,0,106
869,23.15,9.1,9900,0,0,0,104
870,23.53,9.2,9897,0,3,0,110
871,18.67,9.1,9900,0,0,0,107
872,16.06,9.2,9896,0,4,0,115
873,15.83,9.1,9894,0,6,0,106
874,15.92,9.1,9899,0,1,0,103
875,15.78,9.1,9900,0,0,0,107
876,15.91,9.0,9900,0,0,0,102
877,16.16,9.0,9900,0,0,0,103
878,16.63,9.0,9900,0,0,0,101
879,16.82,9.0,9900,0,0,0,102
880,15.76,9.1,9900,0,0,0,111
881,16.14,9.0,9900,0,0,0,100
882,16.65,9.1,9899,1,0,0,104
883,15.96,9.1,9900,0,0,0,105
884,16.17,9.1,9900,0,0,0,109
885,16.02,9.1,9900,0,0,0,105
886,15.91,9.1,9900,0,0,0,107
887,16.88,9.1,9900,0,0,0,106
888,16.54,9.1,9899,0,1,0,103
889,16.37,9.1,9900,0,0,0,103
890,16.68,9.1,9898,2,0,0,135
891,16.25,9.2,9898,0,2,0,115
892,16.04,9.2,9891,9,0,0,117
893,17.44,9.9,9852,2,46,0,135
894,18.49,10.4,9890,2,8,0,131
895,20.08,11.4,9879,8,13,0,155
896,22.72,13.0,9820,70,10,0,172
897,20.69,12.0,9848,44,8,0,145
898,21.3,12.1,9847,9,44,0,140
899,21.03,11.6,9875,6,19,0,141
900,21.68,12.2,9868,20,12,0,124
901,21.25,12.5,9851,21,28,0,125
902,21.11,12.0,9849,11,40,0,120
903,23.03,13.0,9869,6,25,0,126
904,21.46,12.6,9881,12,7,0,118
905,20.57,11.7,9868,14,18,0,125
906,21.93,12.6,9880,6,14,0,193
907,26.76,13.4,9876,11,13,0,188
908,33.01,13.1,9876,21,3,0,189
909,35.81,14.8,9736,131,33,0,179
910,35.7,14.8,9533,302,65,0,178
911,36.06,15.0,9462,397,41,0,176
912,35.84,15.3,9155,726,19,0,179
913,39.72,16.6,9129,728,43,0,178
914,36.36,15.6,8873,1006,21,0,157
915,30.98,15.2,8808,1071,21,0,159
916,27.41,15.2,9422,428,50,0,142
917,25.47,14.3,9723,146,31,0,137
918,27.17,13.5,9799,93,8,0,156
919,22.45,11.5,9850,33,17,0,128
920,22.11,12.1,9824,75,1,0,133
921,22.78,12.8,9771,119,10,0,134
922,19.91,11.1,9836,51,13,0,125
923,19.89,10.8,9850,45,5,0,124
924,22.44,11.4,9859,31,10,0,162
925,20.25,11.0,9837,31,32,0,145
926,23.02,12.1,9745,69,86,0,158
927,22.18,12.3,9764,83,53,0,146
928,22.83,12.3,9758,71,71,0,130
929,22.63,12.4,9778,71,51,0,163
930,22.92,12.6,9815,25,60,0,127
931,23.53,13.2,9805,9,86,0,153
932,25.35,14.4,9641,37,222,0,171
933,28.36,15.3,9337,119,444,0,159
934,30.78,16.2,9312,244,344,0,156
935,31.93,18.1,8720,588,592,0,167
936,27.97,16.2,9385,282,233,0,163
937,26.12,14.5,9782,80,38,0,147
938,23.46,13.5,9869,19,12,0,138
939,23.4,13.2,9884,10,6,0,130
940,23.52,13.4,9882,9,9,0,122
941,24.3,13.5,9860,15,25,0,115
942,23.56,13.2,9868,32,0,0,116
943,23.32,13.3,9891,5,4,0,117
944,24.18,13.5,9889,2,9,0,114
945,24.45,14.0,9837,41,22,0,192
946,22.94,13.2,9874,0,26,0,169
947,24.22,13.5,9864,1,35,0,169
948,25.25,13.9,9766,23,111,0,155
949,24.6,14.2,9721,0,179,0,139
950,26.16,14.6,9544,0,356,0,148
951,38.85,16.5,9145,30,725,0,162
952,41.87,17.8,9054,141,705,0,171
953,41.84,17.9,9194,97,609,0,189
954,37.94,16.2,9655,38,207,0,148
955,41.7,17.3,9300,97,503,0,156
956,35.48,16.8,9484,104,312,0,153
957,35.22,17.1,9433,70,397,0,194
958,34.93,17.0,9654,32,214,0,195
959,31.96,16.2,9745,22,133,0,192
960,31.74,16.2,9527,29,344,0,182
961,30.52,15.5,9476,35,389,0,176
962,30.63,15.6,9538,65,297,0,165
963,32.21,16.2,9638,10,252,0,170
964,34.04,17.3,9400,319,181,0,165
965,37.91,19.4,9141,699,60,0,179
966,34.12,17.7,8266,1562,72,0,155
967,33.44,17.0,6587,3245,68,0,144
968,28.95,14.9,8556,1271,73,0,154
969,31.71,16.8,8120,1694,86,0,150
970,29.0,15.3,9536,350,14,0,135
971,25.31,14.6,9834,65,1,0,163
972,28.62,15.3,9826,65,9,0,149
973,26.76,14.6,9852,48,0,0,121
974,28.01,15.0,9817,83,0,0,175
975,28.3,15.2,9570,330,0,0,157
976,28.51,15.4,8548,1348,4,0,139
977,30.77,15.5,7609,2268,23,0,141
978,28.93,15.7,6135,3733,32,0,121
979,30.74,15.6,5640,4257,3,0,137
980,28.66,15.0,5062,4838,0,0,177
981,29.31,15.4,5233,4667,0,0,156
982,28.15,15.5,4243,5657,0,0,128
983,30.3,15.2,3643,6257,0,0,186
984,26.01,15.1,3840,6060,0,0,177
985,25.25,15.1,3792,6104,4,0,178
986,25.96,15.2,6889,3011,0,0,164
987,26.98,15.0,6537,3363,0,0,142
988,25.26,14.7,6590,3281,29,0,180
989,25.96,15.0,8346,1542,12,0,175
990,28.7,14.7,7659,2179,62,0,171
991,28.18,14.9,7835,1859,206,0,147
992,27.78,14.9,7819,1954,127,0,137
993,28.5,14.5,6640,3250,10,0,133
994,27.45,14.2,6700,3190,10,0,136
995,28.51,14.5,4927,4943,30,0,150
996,26.92,13.9,6606,3268,26,0,129
997,25.92,13.6,6914,2970,16,0,118
998,25.19,13.4,8993,905,2,0,168
999,27.99,13.4,8821,1071,8,0,165
