Generation,Zeit,Spieldauer,Stapel,Flach,Diagonal,Unentschieden,Hoechste Fitness
120,33.89,13.3,9764,111,25,0,178
121,33.02,12.7,9854,35,11,0,159
122,30.32,11.7,9860,40,0,0,158
123,33.7,12.8,9844,55,1,0,157
124,36.68,13.7,9850,49,1,0,153
125,35.68,13.6,9828,72,0,0,146
126,38.05,14.3,9815,84,1,0,150
127,34.66,13.0,9822,76,2,0,146
128,34.42,12.8,9827,69,4,0,153
129,33.86,12.8,9801,98,1,0,150
130,32.72,12.5,9854,42,4,0,155
131,34.07,12.9,9878,16,6,0,156
132,36.78,13.8,9867,31,2,0,144
133,37.4,14.4,9845,48,7,0,143
134,36.41,13.6,9807,86,7,0,163
135,37.04,13.8,9760,137,3,0,186
136,38.73,14.6,9595,303,2,0,186
137,39.78,15.3,9387,489,24,0,183
138,42.0,16.1,8953,890,57,0,168
139,41.82,15.9,8740,1108,52,0,167
140,41.54,15.7,8879,995,26,0,170
141,38.77,15.3,9044,813,43,0,147
142,31.91,15.0,9431,426,43,0,166
143,37.24,15.5,9441,410,49,0,156
144,26.91,15.3,9412,382,106,0,149
145,29.54,17.0,9199,609,92,0,160
146,29.76,16.9,9130,613,157,0,153
147,31.63,17.5,9084,675,141,0,160
148,31.28,16.8,9309,454,137,0,162
149,30.66,16.7,9368,411,121,0,159
150,30.41,16.8,9162,600,138,0,168
151,31.67,17.7,8955,705,240,0,157
152,30.12,16.5,9299,454,147,0,158
153,30.79,17.3,9400,367,133,0,160
154,30.75,16.9,9556,264,80,0,148
155,30.16,16.7,9487,301,112,0,152
156,30.97,17.4,9421,360,119,0,141
157,31.29,17.1,9286,488,126,0,147
158,30.47,16.8,9276,482,142,0,137
159,32.46,18.1,8969,778,153,0,141
160,29.87,16.6,9302,420,178,0,143
161,27.76,15.4,9611,190,99,0,140
162,25.49,14.2,9710,136,54,0,155
163,25.88,14.4,9696,174,30,0,158
164,27.17,15.0,9622,229,49,0,148
165,28.04,15.4,9549,293,58,0,147
166,28.17,15.7,9620,227,51,2,147
167,28.26,15.8,9786,84,23,7,142
168,28.66,15.8,9644,173,83,0,149
169,27.16,15.0,9793,99,8,0,140
170,25.32,13.7,9790,95,15,0,153
171,22.62,12.3,9821,58,21,0,155
172,20.4,11.2,9862,21,17,0,157
173,19.52,10.7,9868,25,7,0,170
174,20.58,11.3,9847,51,2,0,175
175,21.06,11.6,9834,58,8,0,173
176,25.4,13.7,9608,272,20,0,189
177,27.58,15.2,9462,369,69,0,183
178,27.52,15.4,9581,284,35,0,176
179,29.02,16.1,9558,244,98,0,169
180,30.05,16.2,9646,221,33,0,154
181,31.76,16.8,9541,253,106,0,140
182,32.02,17.3,9589,239,72,0,136
183,35.1,17.5,9572,242,86,0,151
184,34.48,18.0,9392,317,191,0,155
185,43.23,17.7,9381,407,112,0,142
186,41.82,17.2,9619,177,104,0,155
187,41.3,16.9,9481,275,143,1,153
188,42.12,16.8,9421,341,138,0,149
189,43.92,18.0,9529,244,127,0,157
190,44.11,17.5,9523,247,128,2,155
191,42.7,17.0,9395,329,174,2,139
192,43.24,16.9,9259,415,226,0,142
193,45.79,17.9,9229,468,199,4,143
194,44.29,17.8,9186,487,226,1,151
195,37.82,14.6,9603,152,144,1,148
196,37.36,14.8,9571,218,111,0,141
197,40.06,16.2,9694,96,110,0,142
198,40.92,16.5,9647,141,112,0,156
199,39.26,15.7,9695,73,132,0,158
200,39.83,15.7,9701,92,105,2,146
201,43.42,16.8,9677,115,108,0,156
202,41.25,16.8,9603,86,211,0,147
203,44.33,18.0,9605,156,139,0,139
204,44.97,17.6,9599,168,133,0,145
205,45.76,17.7,9603,184,113,0,150
206,44.25,17.2,9663,176,61,0,152
207,42.86,17.2,9583,194,123,0,142
208,43.38,17.0,9435,265,200,0,149
209,43.76,17.0,9402,258,238,2,165
210,36.73,14.5,9602,214,83,1,148
211,35.62,14.5,9789,85,26,0,152
212,39.16,15.9,9722,151,27,0,138
213,42.53,16.5,9741,130,29,0,150
214,42.05,16.4,9756,101,43,0,136
215,40.48,16.4,9651,151,98,0,140
216,41.3,16.6,9585,216,99,0,146
217,41.42,16.3,9532,246,120,2,149
218,27.29,14.4,9636,169,94,1,155
219,22.47,13.1,9815,34,51,0,165
220,22.86,13.0,9828,35,37,0,165
221,22.46,12.9,9808,83,9,0,170
222,24.01,13.9,9766,109,25,0,166
223,25.87,14.5,9579,273,48,0,150
224,31.72,16.8,9140,606,154,0,152
225,32.47,18.0,8887,878,135,0,156
226,34.24,19.6,8874,825,198,3,148
227,34.77,19.7,8779,956,165,0,141
228,35.74,18.9,8758,1057,85,0,149
229,32.63,18.0,8075,1792,33,0,160
230,30.87,17.0,9023,854,23,0,151
231,27.81,16.0,9540,325,35,0,154
232,31.48,16.1,9700,138,62,0,139
233,43.99,17.3,9674,79,147,0,152
234,40.73,16.9,9544,150,206,0,140
235,43.55,18.2,9269,225,405,1,136
236,42.62,18.0,9307,222,371,0,141
237,38.22,15.9,9625,126,149,0,137
238,40.03,17.1,9622,129,148,1,125
239,45.39,18.2,9625,178,95,2,147
240,46.37,18.4,9487,232,181,0,158
241,48.31,18.6,9307,289,304,0,171
242,45.29,19.1,9371,227,302,0,172
243,45.44,18.6,9530,278,92,0,171
244,43.34,17.8,9471,361,68,0,162
245,36.71,15.1,9440,456,4,0,131
246,39.35,16.2,8785,1115,0,0,182
247,43.91,17.2,8506,1394,0,0,174
248,42.1,17.1,7978,1913,8,1,157
249,40.97,16.9,8161,1738,1,0,154
250,41.81,17.1,9149,746,5,0,147
251,40.87,16.9,9035,845,20,0,159
252,38.5,15.9,9235,653,12,0,153
253,36.99,15.4,9570,313,13,4,137
254,37.43,15.2,9571,320,9,0,177
255,34.54,14.5,9428,466,6,0,155
256,37.14,15.2,9665,211,24,0,144
257,38.61,16.1,9508,379,13,0,161
258,40.4,16.3,9185,701,14,0,156
259,39.38,16.4,8652,1241,7,0,149
260,42.97,17.7,7797,2096,7,0,172
261,41.77,17.3,8690,1194,16,0,157
262,40.11,16.8,9090,799,11,0,157
263,41.56,17.1,9236,653,11,0,156
264,40.06,16.8,9256,641,3,0,167
265,41.76,16.8,9312,562,24,2,168
266,41.62,16.5,9197,683,20,0,155
267,41.81,17.2,9417,456,27,0,179
268,42.34,17.5,8991,837,72,0,159
269,42.0,17.6,8610,1204,86,0,159
270,39.62,16.6,9014,844,42,0,150
271,39.94,16.5,9416,451,33,0,151
272,35.93,14.9,9563,307,30,0,145
273,33.6,14.0,9740,140,20,0,146
274,34.49,14.8,9502,349,49,0,169
275,36.22,15.1,9452,393,55,0,166
276,37.6,15.7,9408,379,113,0,161
277,38.99,16.2,9129,605,166,0,147
278,42.15,16.9,8967,620,313,0,143
279,40.97,17.1,8966,618,316,0,148
280,36.79,15.7,9320,377,203,0,145
281,38.62,15.8,9376,340,184,0,150
282,39.54,16.5,9128,288,484,0,157
283,40.72,17.5,9177,483,240,0,145
284,30.36,17.3,9186,493,221,0,150
285,29.77,17.4,9408,368,123,1,144
286,41.99,16.7,9381,419,100,0,149
287,39.92,16.0,9569,226,105,0,150
288,42.13,16.8,9444,302,154,0,146
289,40.45,16.3,9507,327,66,0,133
290,39.8,15.7,9570,194,136,0,144
291,36.98,14.7,9800,71,29,0,151
292,36.79,14.5,9870,29,1,0,138
293,35.41,14.1,9867,29,4,0,142
294,35.74,14.4,9816,81,3,0,140
295,33.58,13.7,9871,25,4,0,138
296,33.26,13.6,9873,22,5,0,126
297,31.52,13.1,9890,10,0,0,154
298,32.91,13.3,9855,44,1,0,165
299,34.66,13.9,9870,30,0,0,187
300,34.97,14.0,9894,6,0,0,190
301,31.13,12.9,9893,7,0,0,189
302,32.4,12.8,9857,43,0,0,190
303,33.53,12.5,9896,4,0,0,173
304,31.65,12.6,9899,1,0,0,164
305,29.98,12.7,9892,7,1,0,148
306,32.36,13.2,9899,1,0,0,191
307,32.18,13.3,9897,3,0,0,184
308,31.19,13.1,9880,20,0,0,177
309,29.85,12.4,9871,29,0,0,171
310,30.85,12.8,9897,3,0,0,178
311,31.81,13.3,9896,4,0,0,175
312,31.39,12.7,9900,0,0,0,178
313,29.09,11.9,9895,5,0,0,195
314,27.53,10.8,9887,13,0,0,196
315,25.71,10.5,9857,42,1,0,192
316,26.45,10.6,9829,71,0,0,184
317,26.13,10.4,9787,113,0,0,168
318,23.7,9.6,9872,25,3,0,150
319,23.02,9.2,9900,0,0,0,130
320,23.24,9.1,9900,0,0,0,118
321,23.97,9.3,9860,40,0,0,131
322,23.0,9.3,9900,0,0,0,134
323,23.47,9.3,9886,11,3,0,174
324,24.34,9.8,9868,12,20,0,186
325,27.36,11.0,9822,63,15,0,168
326,32.41,13.0,9758,117,25,0,162
327,30.39,12.3,9815,60,25,0,154
328,28.42,11.3,9899,1,0,0,120
329,28.45,11.2,9900,0,0,0,178
330,27.25,11.1,9899,1,0,0,190
331,27.98,11.1,9897,3,0,0,194
332,28.02,11.0,9898,1,1,0,191
333,27.44,11.0,9897,2,1,0,120
334,28.06,11.3,9827,68,5,0,176
335,28.82,11.6,9815,76,9,0,183
336,29.8,11.5,9881,18,1,0,176
337,30.2,11.9,9812,85,3,0,159
338,29.31,11.8,9711,187,2,0,139
339,29.91,12.2,9697,201,2,0,137
340,29.97,12.1,9713,181,6,0,132
341,30.33,12.4,9710,188,2,0,134
342,31.91,12.9,9771,129,0,0,132
343,31.35,12.7,9817,83,0,0,139
344,32.06,12.6,9806,89,5,0,162
345,34.17,14.0,9775,107,18,0,183
346,35.59,14.3,9669,210,21,0,176
347,36.01,14.2,9664,225,10,1,178
348,36.46,14.8,9787,101,12,0,169
349,35.68,14.2,9863,33,4,0,162
350,35.52,14.3,9856,41,3,0,149
351,35.54,14.1,9857,32,11,0,142
352,33.36,13.7,9827,67,6,0,137
353,35.46,14.4,9854,36,10,0,147
354,34.8,14.1,9890,4,6,0,138
355,36.75,14.8,9870,9,21,0,156
356,37.71,15.0,9819,60,21,0,152
357,38.04,15.4,9826,52,22,0,144
358,41.95,16.3,9793,92,15,0,162
359,40.63,16.3,9782,105,13,0,150
360,38.24,15.8,9784,109,7,0,138
361,38.57,15.9,9718,171,11,0,149
362,39.18,15.7,9788,96,16,0,143
363,37.07,15.1,9791,99,10,0,167
364,38.9,15.6,9818,70,12,0,146
365,38.04,15.4,9778,113,9,0,159
366,37.04,15.0,9802,83,15,0,141
367,35.45,14.5,9709,165,26,0,149
368,37.09,15.0,9712,160,28,0,135
369,37.06,14.8,9748,134,18,0,153
370,33.57,13.6,9596,298,6,0,151
371,30.41,12.4,9266,619,15,0,144
372,22.69,11.6,9401,493,6,0,164
373,27.22,11.2,9503,378,19,0,163
374,27.61,11.1,9436,458,6,0,176
375,26.2,10.2,9451,439,10,0,166
376,26.5,10.2,9616,272,12,0,162
377,27.71,11.0,9741,129,30,0,160
378,33.52,13.3,9732,147,21,0,167
379,32.67,12.7,9781,90,29,0,159
380,34.27,13.6,9870,19,11,0,143
381,37.72,15.0,9793,78,29,0,160
382,38.12,15.1,9809,71,20,0,156
383,37.26,15.0,9826,23,51,0,161
384,37.06,14.5,9799,73,28,0,157
385,35.01,13.3,9854,23,23,0,161
386,30.95,11.9,9831,57,12,0,160
387,32.54,12.3,9783,106,11,0,157
388,41.6,15.5,9734,110,56,0,182
389,42.8,16.5,9639,126,135,0,168
390,42.51,16.5,9523,112,265,0,141
391,44.53,16.8,9459,122,319,0,145
392,44.58,17.0,9493,164,243,0,147
393,47.34,18.2,9134,228,538,0,148
394,48.83,18.9,8897,403,600,0,144
395,46.26,18.2,9170,371,358,1,170
396,42.27,16.8,9292,290,318,0,159
397,41.96,16.5,9422,268,210,0,160
398,42.02,16.7,9392,387,120,1,161
399,43.69,17.5,9464,296,140,0,149
400,44.71,17.6,9582,203,115,0,143
401,40.4,16.1,9844,52,4,0,154
402,39.44,15.9,9834,56,10,0,140
403,41.76,17.5,9449,302,149,0,137
404,40.04,16.6,9622,203,75,0,141
405,41.28,17.3,9607,157,136,0,145
406,41.47,17.0,9570,182,148,0,164
407,38.79,16.4,9644,165,91,0,176
408,39.81,16.8,9541,277,82,0,163
409,40.05,16.7,9719,93,88,0,152
410,37.14,15.6,9671,158,71,0,147
411,33.26,14.1,9760,121,19,0,153
412,31.74,13.3,9755,91,54,0,157
413,36.16,15.3,9688,124,88,0,146
414,35.72,15.5,9725,74,101,0,138
415,37.79,15.6,9688,131,81,0,147
416,36.27,15.5,9688,159,53,0,155
417,34.85,14.6,9739,123,38,0,147
418,35.96,14.5,9684,184,32,0,188
419,41.35,17.6,9505,383,12,0,168
420,31.79,16.9,9504,367,29,0,175
421,29.14,15.6,9569,320,11,0,148
422,26.34,14.1,9823,68,9,0,148
423,25.71,13.5,9894,2,4,0,178
424,24.86,13.2,9891,7,2,0,164
425,24.4,13.1,9872,22,6,0,162
426,25.68,13.5,9879,10,11,0,163
427,26.46,14.0,9817,64,19,0,156
428,24.89,13.3,9856,8,36,0,141
429,24.12,12.9,9899,1,0,0,152
430,24.06,12.7,9870,27,3,0,143
431,23.88,12.7,9875,24,1,0,136
432,24.83,13.1,9858,38,4,0,134
433,24.15,12.9,9897,3,0,0,155
434,24.84,13.1,9862,36,2,0,133
435,23.76,12.6,9895,5,0,0,131
436,24.12,12.8,9878,17,5,0,129
437,23.69,12.5,9895,5,0,0,126
438,23.29,12.4,9881,16,3,0,117
439,22.82,12.2,9897,3,0,0,113
440,22.72,12.1,9900,0,0,0,105
441,23.18,12.3,9897,3,0,0,114
442,23.16,12.2,9892,8,0,0,110
443,22.54,11.9,9897,2,1,0,117
444,22.19,11.8,9900,0,0,0,121
445,22.33,12.0,9897,3,0,0,124
446,22.52,12.1,9900,0,0,0,125
447,23.61,12.5,9882,18,0,0,131
448,24.75,13.2,9817,80,3,0,132
449,25.31,13.6,9455,445,0,0,135
450,26.56,14.2,9209,676,15,0,141
451,25.83,14.0,9363,527,10,0,153
452,27.94,13.7,9677,222,1,0,136
453,26.31,14.0,9735,161,4,0,146
454,26.88,14.4,9576,283,41,0,142
455,26.16,14.0,9685,192,23,0,131
456,25.78,13.7,9718,161,21,0,135
457,27.45,14.5,9646,230,24,0,133
458,26.76,14.2,9696,146,58,0,130
459,26.08,14.2,9773,107,20,0,125
460,26.53,14.2,9811,72,15,2,128
461,27.08,14.5,9867,30,3,0,130
462,26.56,14.6,9893,7,0,0,122
463,25.72,14.1,9899,1,0,0,132
464,27.1,14.4,9842,13,45,0,124
465,26.59,14.2,9899,1,0,0,173
466,27.22,14.5,9879,21,0,0,175
467,26.49,13.9,9893,7,0,0,177
468,26.2,13.8,9893,2,5,0,143
469,26.44,14.1,9892,6,2,0,154
470,26.82,14.0,9895,2,3,0,168
471,26.31,13.9,9885,11,4,0,164
472,25.67,13.7,9877,9,14,0,158
473,26.44,13.9,9884,15,1,0,171
474,27.05,14.3,9846,34,20,0,168
475,27.43,14.6,9813,59,28,0,174
476,29.13,15.5,9773,65,62,0,161
477,27.41,14.8,9811,53,36,0,173
478,27.07,14.7,9792,87,21,0,154
479,26.55,14.0,9728,150,22,0,167
480,26.16,13.9,9799,88,13,0,172
481,26.1,14.0,9811,62,27,0,173
482,26.93,14.4,9748,96,56,0,169
483,27.79,14.4,9654,71,175,0,152
484,28.32,15.3,9455,81,364,0,153
485,29.63,16.0,9339,31,530,0,147
486,30.42,16.0,9288,80,532,0,163
487,28.97,15.5,9189,29,682,0,160
488,29.53,15.6,9250,16,634,0,152
489,29.13,15.6,9319,55,526,0,166
490,29.55,15.8,9420,50,430,0,133
491,29.36,15.7,9321,35,544,0,134
492,30.59,16.2,9322,20,558,0,141
493,30.15,16.2,9327,9,564,0,140
494,28.67,15.4,9424,7,469,0,143
495,28.99,16.0,9491,16,393,0,149
496,30.62,16.3,9553,13,334,0,150
497,30.48,16.2,9630,35,235,0,143
498,30.32,16.1,9602,16,280,2,152
499,27.54,14.8,9586,48,266,0,164
500,29.69,15.2,9562,64,274,0,172
501,29.08,15.4,9428,42,430,0,162
502,30.32,16.2,9618,28,254,0,147
503,31.68,16.8,9638,56,206,0,158
504,29.83,16.0,9775,64,61,0,144
505,28.75,15.5,9823,25,52,0,152
506,31.01,16.4,9716,62,122,0,154
507,29.18,15.7,9723,9,168,0,178
508,26.43,14.1,9763,19,118,0,156
509,26.08,13.9,9825,16,59,0,154
510,25.46,13.8,9790,22,88,0,157
511,27.29,13.5,9890,6,4,0,173
512,29.67,15.1,9806,44,50,0,150
513,30.41,16.2,9857,23,20,0,171
514,32.98,16.6,9726,111,63,0,182
515,42.98,16.9,9636,139,125,0,174
516,46.57,18.0,9488,177,235,0,183
517,48.87,18.9,9422,312,166,0,167
518,46.04,17.7,8982,577,341,0,154
519,42.34,16.8,9530,203,167,0,133
520,40.56,16.3,9692,128,80,0,130
521,40.21,16.2,9734,78,88,0,190
522,41.53,16.4,9710,81,109,0,191
523,40.27,16.2,9760,45,95,0,187
524,37.74,14.7,9740,89,71,0,181
525,36.74,14.3,9788,102,10,0,173
526,41.74,15.7,9786,84,28,2,186
527,40.8,15.6,9664,189,47,0,172
528,40.75,15.9,9623,216,61,0,173
529,41.42,15.9,9719,129,52,0,180
530,39.86,15.2,9728,105,67,0,168
531,38.17,14.7,9798,78,24,0,177
532,38.85,14.9,9804,63,33,0,165
533,35.39,13.5,9776,101,23,0,171
534,35.89,13.9,9697,190,13,0,168
535,37.67,14.8,9665,199,36,0,161
536,39.29,15.1,9681,161,58,0,153
537,39.37,14.9,9719,158,23,0,145
538,37.43,14.7,9723,145,32,0,156
539,37.94,14.9,9686,190,24,0,156
540,37.04,14.3,9665,203,32,0,146
541,38.62,15.2,9673,204,23,0,152
542,40.77,16.0,9448,366,86,0,136
543,40.97,16.0,9552,263,85,0,144
544,40.21,15.7,9635,115,150,0,143
545,39.82,15.6,9629,145,126,0,166
546,39.38,15.3,9545,274,81,0,153
547,42.28,16.4,9428,382,90,0,176
548,41.6,16.4,9056,754,89,1,136
549,40.92,15.7,9512,289,99,0,128
550,38.8,14.8,9579,195,126,0,149
551,43.42,15.7,9480,289,131,0,144
552,43.25,16.0,9527,141,232,0,150
553,42.01,16.2,9539,159,202,0,150
554,40.4,15.6,9705,126,69,0,165
555,38.7,14.9,9500,306,94,0,158
556,38.11,14.3,9612,247,41,0,162
557,32.21,11.9,9770,104,26,0,159
558,31.24,11.1,9900,0,0,0,148
559,26.42,11.3,9842,42,16,0,129
560,20.86,11.2,9887,0,13,0,150
561,24.54,11.1,9817,47,36,0,139
562,28.59,11.3,9845,7,48,0,162
563,23.26,11.5,9832,17,51,0,154
564,26.78,11.9,9795,45,60,0,157
565,28.47,12.6,9686,96,118,0,159
566,27.5,13.5,9597,145,158,0,163
567,35.48,13.8,9728,108,64,0,186
568,30.29,11.5,9841,44,15,0,161
569,27.55,10.4,9865,0,35,0,135
570,26.37,9.9,9855,7,38,0,124
571,29.13,10.9,9795,18,87,0,125
572,26.47,10.2,9877,6,17,0,125
573,27.17,10.3,9848,13,39,0,118
574,27.07,10.2,9873,2,25,0,116
575,24.79,9.5,9893,0,7,0,121
576,25.77,9.7,9887,0,13,0,114
577,26.35,9.8,9895,2,3,0,107
578,26.71,10.1,9874,16,10,0,110
579,27.12,10.2,9850,46,4,0,116
580,28.89,10.9,9810,56,34,0,118
581,29.39,11.1,9884,15,1,0,121
582,28.99,11.1,9895,2,3,0,110
583,29.38,11.1,9836,45,19,0,138
584,31.4,12.0,9649,236,15,0,146
585,31.65,12.2,9239,613,48,0,130
586,33.45,12.6,8696,1180,24,0,128
587,35.6,13.6,7607,2252,41,0,143
588,42.61,16.2,4963,4905,32,0,132
589,44.17,16.9,3735,6139,26,0,124
590,44.82,17.0,4431,5422,47,0,131
591,43.81,16.8,3608,6240,52,0,132
592,47.04,17.7,3170,6709,21,0,128
593,43.44,16.7,3108,6758,34,0,126
594,43.72,16.9,3278,6567,55,0,121
595,44.74,17.2,3557,6297,46,0,124
596,36.04,16.9,2936,6933,31,0,121
597,29.78,16.2,2891,6991,18,0,129
598,29.97,15.9,2886,7000,14,0,129
599,30.21,16.4,2233,7654,13,0,124
600,29.74,15.8,2706,7188,6,0,119
601,29.45,15.8,2561,7316,23,0,123
602,31.2,16.3,2545,7348,7,0,117
603,30.13,15.8,2397,7494,9,0,122
604,30.61,15.9,2207,7690,3,0,116
605,33.24,16.6,1883,8009,8,0,115
606,32.28,16.3,1839,8051,10,0,113
607,31.27,16.9,1200,8696,4,0,107
608,31.72,17.2,2146,7726,28,0,116
609,31.46,16.8,2978,6911,11,0,128
610,36.69,16.0,2910,6980,10,0,122
611,39.02,17.4,2995,6883,22,0,171
612,30.14,16.4,3227,6658,15,0,123
613,30.16,16.4,2949,6943,8,0,167
614,29.71,16.3,2681,7216,3,0,141
615,28.05,16.1,3319,6578,3,0,134
616,28.88,16.6,3013,6885,2,0,131
617,30.22,16.8,3995,5905,0,0,136
618,31.16,17.4,3893,5992,15,0,134
619,31.12,18.0,4540,5344,16,0,137
620,34.59,20.2,5486,4401,13,0,164
621,30.99,17.8,5663,4236,1,0,165
622,28.7,16.8,2711,7189,0,0,113
623,30.8,15.9,3615,6285,0,0,119
624,40.64,16.4,3441,6453,6,0,118
625,41.32,16.9,4115,5737,48,0,146
626,44.32,17.8,3895,5991,14,0,141
627,41.62,19.7,5595,4290,15,0,123
628,39.34,21.1,5926,3966,8,0,194
629,35.55,19.5,7036,2851,13,0,186
630,35.35,19.3,7988,1888,24,0,163
631,34.64,19.5,9111,771,18,0,185
632,33.55,19.2,8843,1055,2,0,195
633,34.7,19.1,8432,1448,20,0,188
634,34.81,18.8,8317,1564,19,0,180
635,34.56,18.3,6907,2974,19,0,155
636,33.56,18.4,4943,4957,0,0,181
637,32.6,17.7,5409,4487,4,0,165
638,30.95,16.6,5360,4538,2,0,187
639,31.92,16.9,3551,6345,4,0,196
640,29.97,16.3,3383,6502,15,0,193
641,34.21,16.6,3532,6347,21,0,185
642,31.58,16.9,3616,6187,97,0,173
643,29.75,15.7,6655,3045,200,0,135
644,34.24,15.1,6671,3149,80,0,137
645,32.26,16.6,2689,7185,26,0,123
646,41.86,17.4,2105,7795,0,0,125
647,31.53,17.3,1716,8173,11,0,121
648,32.3,17.5,2264,7616,20,0,131
649,31.69,17.5,2510,7321,69,0,134
650,30.27,17.6,1946,7918,36,0,118
651,30.31,17.5,1432,8458,10,0,116
652,29.7,17.1,794,9104,2,0,112
653,31.43,17.3,1410,8486,4,0,119
654,40.35,17.0,1467,8431,2,0,117
655,42.4,16.7,2194,7702,4,0,124
656,33.54,16.3,1834,8066,0,0,122
657,32.23,16.6,1478,8422,0,0,120
