Generation,Zeit,Spieldauer,Stapel,Flach,Diagonal,Unentschieden,Hoechste Fitness
645,26.48,13.3,9882,18,0,0,106
646,24.91,13.2,9896,4,0,0,106
647,25.41,13.2,9895,4,1,0,103
648,24.55,13.0,9900,0,0,0,100
649,24.98,13.0,9896,0,4,0,101
650,25.21,13.6,9860,40,0,0,110
651,24.51,13.0,9899,1,0,0,107
652,23.94,13.4,9883,15,2,0,111
653,23.76,13.1,9884,14,2,0,107
654,23.67,13.3,9878,18,4,0,109
655,23.55,13.4,9875,18,7,0,108
656,23.81,13.5,9874,11,15,0,109
657,23.84,13.4,9884,13,3,0,109
658,24.09,13.6,9864,32,4,0,107
659,24.51,13.6,9848,50,2,0,111
660,31.85,13.1,9799,100,1,0,109
661,28.23,12.9,9900,0,0,0,107
662,24.52,13.2,9713,59,128,0,112
663,24.44,13.1,9892,8,0,0,113
664,26.19,13.2,9880,14,6,0,115
665,25.89,13.1,9803,65,32,0,119
666,24.35,13.0,9900,0,0,0,108
667,25.17,13.1,9900,0,0,0,108
668,24.17,13.1,9821,0,79,0,110
669,24.84,13.2,9728,57,115,0,113
670,24.61,13.1,9896,0,4,0,103
671,24.69,13.1,9900,0,0,0,111
672,26.15,13.4,9640,41,219,0,110
673,24.51,13.1,9834,24,42,0,108
674,31.29,13.2,9875,24,1,0,108
675,25.63,13.2,9870,25,5,0,108
676,25.36,13.4,9774,31,95,0,110
677,25.45,13.5,9872,26,2,0,114
678,29.15,13.3,9895,4,1,0,111
679,28.45,13.6,9884,16,0,0,109
680,28.18,14.3,9852,24,24,0,142
681,27.49,14.2,9882,5,13,0,175
682,25.06,13.3,9894,2,4,0,142
683,25.55,13.1,9899,0,1,0,114
684,25.58,13.3,9893,2,5,0,113
685,26.45,14.1,9793,105,2,0,193
686,26.01,14.2,9728,146,26,0,182
687,27.03,14.4,9102,534,264,0,156
688,28.75,12.8,8815,980,105,0,129
689,26.79,12.0,7888,1894,118,0,137
690,22.8,11.8,9429,417,54,0,119
691,21.17,10.5,9629,43,228,0,118
692,19.34,9.9,9825,70,5,0,114
693,22.67,9.7,9738,152,10,0,111
694,18.87,9.6,9846,54,0,0,113
695,17.94,9.2,9882,18,0,0,105
696,18.72,9.4,9894,6,0,0,109
697,17.44,9.5,9900,0,0,0,116
698,17.01,9.4,9799,91,10,0,109
699,18.5,10.0,9826,50,24,0,122
700,16.88,9.4,9870,28,2,0,110
701,17.04,9.6,9861,39,0,0,115
702,21.45,9.5,9886,14,0,0,111
703,24.0,9.3,9828,65,7,0,105
704,23.81,9.2,9900,0,0,0,105
705,23.55,9.4,9900,0,0,0,110
706,20.92,9.5,9888,12,0,0,112
707,24.31,9.4,9900,0,0,0,110
708,24.31,9.5,9888,12,0,0,110
709,25.25,9.6,9889,11,0,0,113
710,25.1,9.6,9893,7,0,0,116
711,26.07,9.5,9894,6,0,0,113
712,25.27,9.4,9897,3,0,0,109
713,24.57,9.5,9899,1,0,0,112
714,24.81,9.3,9891,9,0,0,108
715,23.83,9.1,9900,0,0,0,103
716,17.35,9.2,9896,4,0,0,103
717,20.16,9.1,9900,0,0,0,101
718,22.46,9.4,9896,4,0,0,111
719,22.2,9.4,9806,94,0,0,111
720,22.23,9.2,9900,0,0,0,105
721,23.41,9.4,9891,9,0,0,111
722,17.99,9.5,9898,1,1,0,113
723,17.65,9.4,9848,42,10,0,109
724,17.47,9.3,9898,2,0,0,108
725,17.17,9.2,9899,1,0,0,105
726,17.29,9.2,9829,42,29,0,102
727,17.4,9.4,9812,88,0,0,111
728,17.39,9.4,9829,68,3,0,106
729,16.94,9.2,9837,63,0,0,103
730,17.61,9.4,9805,93,2,0,109
731,17.66,9.3,9894,6,0,0,103
732,17.11,9.1,9875,25,0,0,101
733,17.32,9.2,9862,38,0,0,103
734,17.16,9.3,9837,63,0,0,104
735,16.92,9.1,9892,8,0,0,100
736,17.73,9.4,9846,54,0,0,106
737,17.43,9.1,9893,7,0,0,101
738,17.38,9.2,9838,62,0,0,103
739,17.5,9.3,9847,53,0,0,105
740,17.57,9.4,9859,40,1,0,105
741,17.87,9.2,9896,4,0,0,105
742,17.2,9.1,9898,2,0,0,127
743,17.32,9.3,9852,48,0,0,104
744,17.26,9.3,9895,5,0,0,106
745,17.57,9.3,9880,19,1,0,105
746,17.22,9.0,9900,0,0,0,100
747,17.75,9.4,9718,182,0,0,107
748,17.54,9.2,9898,0,2,0,104
749,17.08,9.2,9851,49,0,0,102
750,16.95,9.1,9863,37,0,0,102
751,17.07,9.1,9891,7,2,0,104
752,17.01,9.2,9829,71,0,0,104
753,17.75,9.4,9555,339,6,0,114
754,17.98,9.7,9566,318,16,0,111
755,17.05,9.1,9827,72,1,0,109
756,17.24,9.2,9848,48,4,0,111
757,17.53,9.3,9899,1,0,0,113
758,17.9,9.5,9882,18,0,0,116
759,17.84,9.5,9893,7,0,0,108
760,17.84,9.6,9890,10,0,0,114
761,17.99,9.5,9892,8,0,0,117
762,18.7,9.7,9895,5,0,0,108
763,18.89,10.0,9900,0,0,0,105
764,19.46,10.3,9882,17,1,0,111
765,21.35,11.6,9823,71,6,0,112
766,23.02,12.5,9889,10,1,0,108
767,23.45,12.6,9898,2,0,0,195
768,20.33,10.9,9900,0,0,0,188
769,19.19,10.4,9896,4,0,0,169
770,16.58,9.0,9900,0,0,0,115
771,15.78,8.6,9899,1,0,0,197
772,16.39,9.0,9886,11,3,0,192
773,17.37,9.5,9895,3,2,0,174
774,21.98,11.8,9885,13,2,0,146
775,22.64,11.6,9894,0,6,0,119
776,25.65,13.1,9795,63,42,0,119
777,30.28,14.7,9454,217,227,2,116
778,33.86,17.6,9019,418,461,2,189
779,35.15,19.5,8082,659,1159,0,186
780,38.12,21.3,8075,529,1296,0,185
781,33.17,19.2,8875,743,282,0,171
782,31.8,17.9,8709,904,287,0,148
783,29.98,16.7,8996,681,223,0,145
784,30.48,17.0,9184,573,138,5,146
785,31.67,17.5,9264,518,103,15,141
786,30.36,17.0,9555,169,176,0,127
787,31.18,17.6,9500,309,91,0,124
788,32.37,18.4,9132,675,93,0,132
789,29.51,16.4,9317,494,89,0,125
790,29.42,16.7,9302,509,89,0,118
791,29.32,16.4,9472,357,71,0,119
792,30.17,17.0,9345,474,81,0,148
793,29.37,16.4,9467,277,156,0,159
794,29.0,16.1,9514,328,58,0,144
795,29.38,16.4,8842,891,156,11,133
796,27.78,15.3,9255,587,58,0,143
797,26.22,14.6,9309,528,63,0,175
798,27.75,15.3,9401,444,55,0,176
799,34.32,16.0,9069,758,73,0,166
800,41.67,16.6,9487,246,167,0,158
801,43.62,17.3,8901,738,261,0,153
802,43.04,16.7,8909,827,159,5,159
803,41.31,16.5,9083,570,236,11,149
804,42.58,16.9,9098,525,271,6,159
805,34.03,16.3,9252,409,238,1,156
806,30.25,17.1,8532,1070,295,3,154
807,29.23,16.4,9143,591,166,0,173
808,31.3,17.3,9050,704,146,0,170
809,31.03,17.7,8485,1238,177,0,159
810,31.37,17.0,8131,1586,179,4,145
811,29.75,16.7,7536,2349,15,0,143
812,29.75,17.1,7613,2167,120,0,148
813,26.64,15.8,8589,1277,34,0,156
814,25.08,14.7,9568,301,31,0,177
815,24.29,14.2,9145,600,155,0,172
816,23.77,13.8,9187,369,344,0,168
817,25.3,14.9,8779,653,468,0,144
818,23.07,13.6,9265,459,176,0,142
819,21.26,12.5,9592,257,51,0,138
820,18.45,11.1,9773,114,13,0,146
821,18.06,10.8,9854,46,0,0,120
822,16.04,9.6,9886,14,0,0,112
823,16.49,9.8,9879,21,0,0,116
824,14.96,8.9,9900,0,0,0,108
825,13.48,8.1,9900,0,0,0,103
826,13.78,8.1,9899,1,0,0,105
827,13.92,8.2,9900,0,0,0,104
828,14.05,8.4,9894,5,1,0,183
829,14.87,8.9,9859,29,12,0,183
830,16.54,9.9,9815,78,7,0,173
831,19.12,11.5,9563,255,82,0,150
832,20.56,12.3,9454,361,85,0,171
833,21.25,12.9,9315,487,98,0,152
834,23.28,14.1,8781,1057,62,0,149
835,23.12,14.1,8603,1200,97,0,155
836,23.0,14.1,9052,771,77,0,143
837,20.95,12.9,9693,187,20,0,150
838,22.27,13.6,9792,99,9,0,189
839,21.15,12.7,9711,158,31,0,154
840,22.39,13.4,9721,143,36,0,154
841,25.15,13.8,9800,52,48,0,146
842,30.89,13.1,9561,276,63,0,149
843,30.64,12.8,9838,31,31,0,146
844,30.71,12.9,9767,126,7,0,146
845,32.43,13.5,9881,8,11,0,149
846,32.34,13.6,9871,0,29,0,143
847,30.44,13.1,9892,5,3,0,137
848,31.03,13.5,9885,1,14,0,174
849,31.83,13.6,9888,1,11,0,187
850,32.72,13.5,9850,28,22,0,175
851,29.61,13.4,9829,31,40,0,178
852,27.3,13.4,9824,69,7,0,176
853,32.06,13.3,9853,35,12,0,167
854,30.15,12.7,9888,6,6,0,148
855,28.44,11.8,9892,0,8,0,172
856,27.0,10.9,9862,14,24,0,179
857,23.87,10.3,9889,4,7,0,150
858,27.69,11.8,9891,6,3,0,144
859,30.15,12.7,9894,1,5,0,167
860,29.46,12.6,9867,5,28,0,156
861,32.29,13.1,9882,12,6,0,183
862,28.94,13.0,9889,8,3,0,176
863,28.32,12.0,9891,9,0,0,165
864,26.05,10.7,9900,0,0,0,177
865,23.66,9.8,9900,0,0,0,149
866,23.54,9.5,9900,0,0,0,132
867,22.0,9.3,9900,0,0,0,122
868,22.4,9.4,9900,0,0,0,122
869,22.08,9.3,9900,0,0,0,113
870,21.86,9.1,9900,0,0,0,110
871,21.89,9.0,9900,0,0,0,111
872,23.69,9.0,9900,0,0,0,108
873,22.3,9.1,9900,0,0,0,103
874,20.24,9.1,9900,0,0,0,103
875,20.51,9.1,9900,0,0,0,105
876,21.4,9.1,9900,0,0,0,104
877,22.4,9.3,9900,0,0,0,115
878,21.69,9.3,9871,24,5,0,112
879,23.29,9.6,9794,96,10,0,127
880,22.2,9.4,9825,73,2,0,123
881,23.99,10.0,9742,154,4,0,157
882,19.17,10.1,9544,318,38,0,147
883,18.73,9.6,9841,29,30,0,115
884,22.04,9.5,9825,41,34,0,114
885,21.73,9.1,9900,0,0,0,109
886,20.8,9.0,9900,0,0,0,181
887,23.71,9.0,9890,10,0,0,194
888,22.09,8.8,9900,0,0,0,185
889,21.33,8.7,9893,7,0,0,160
890,21.13,8.2,9896,2,2,0,130
891,20.76,8.1,9900,0,0,0,120
892,19.96,8.1,9900,0,0,0,109
893,20.28,8.1,9900,0,0,0,106
894,20.15,8.1,9900,0,0,0,106
895,18.5,8.0,9900,0,0,0,104
896,14.07,8.1,9899,0,1,0,150
897,14.49,8.2,9898,0,2,0,120
898,14.33,8.2,9898,0,2,0,110
899,14.67,8.4,9890,0,10,0,119
900,14.72,8.5,9871,13,16,0,163
901,15.66,9.0,9894,6,0,0,175
902,15.77,8.7,9889,5,6,0,170
903,17.62,9.6,9896,3,1,0,152
904,19.68,11.1,9894,4,2,0,153
905,19.64,11.3,9878,0,22,0,151
906,20.99,11.8,9899,1,0,0,139
907,19.19,11.3,9883,1,16,0,155
908,20.38,11.7,9876,2,22,0,128
909,19.19,11.0,9896,0,4,0,124
910,19.15,10.7,9900,0,0,0,128
911,19.86,11.0,9900,0,0,0,121
912,19.22,10.8,9856,30,14,0,128
913,18.94,10.5,9900,0,0,0,117
914,18.81,10.7,9897,0,3,0,115
915,18.67,10.6,9900,0,0,0,121
916,17.72,10.4,9900,0,0,0,131
917,18.38,10.2,9900,0,0,0,129
918,18.29,10.5,9847,25,28,0,189
919,18.12,10.3,9787,108,5,0,169
920,17.12,9.9,9736,140,24,0,134
921,17.58,10.0,9843,52,5,0,138
922,18.07,9.9,9898,2,0,0,147
923,24.6,14.0,9900,0,0,0,182
924,24.36,14.5,9897,3,0,0,166
925,24.01,13.7,9860,40,0,0,185
926,24.81,14.2,9844,56,0,0,179
927,22.64,13.5,9813,86,1,0,175
928,22.23,12.7,9729,160,11,0,148
929,22.65,13.1,9838,32,30,0,133
930,29.35,13.1,9762,75,63,0,137
931,26.02,10.3,9846,21,33,0,132
932,21.53,9.0,9881,9,10,0,119
933,19.95,8.1,9897,0,3,0,108
934,18.42,7.5,9900,0,0,0,116
935,17.25,7.2,9900,0,0,0,106
936,17.83,7.3,9900,0,0,0,112
937,18.63,7.5,9894,5,1,0,109
938,17.79,7.2,9900,0,0,0,110
939,17.62,7.2,9900,0,0,0,112
940,18.32,7.2,9900,0,0,0,104
941,18.45,7.2,9900,0,0,0,109
942,17.23,7.0,9900,0,0,0,101
943,17.92,7.2,9892,6,2,0,106
944,16.42,7.0,9900,0,0,0,103
945,13.22,7.2,9899,1,0,0,110
946,13.62,7.4,9884,12,4,0,112
947,13.4,7.1,9900,0,0,0,112
948,13.45,7.3,9900,0,0,0,116
949,13.52,7.3,9895,0,5,0,113
950,14.99,7.1,9900,0,0,0,105
951,14.74,7.1,9900,0,0,0,106
952,14.73,7.1,9900,0,0,0,108
953,13.28,7.2,9897,2,1,0,107
954,13.91,7.3,9887,13,0,0,111
955,12.91,7.0,9900,0,0,0,99
956,12.93,7.1,9900,0,0,0,104
957,13.07,7.2,9898,2,0,0,105
958,12.99,7.0,9900,0,0,0,103
959,14.66,7.2,9897,3,0,0,106
960,14.11,7.1,9900,0,0,0,104
961,13.8,7.3,9834,41,25,0,139
962,13.64,7.2,9783,75,42,0,162
963,14.49,7.4,9560,306,34,0,126
964,14.78,8.1,8921,958,21,0,131
965,17.66,9.7,7921,1910,69,0,135
966,22.23,12.3,6165,3618,117,0,148
967,25.13,13.6,4216,5518,166,0,154
968,24.28,13.8,4942,4890,68,0,152
969,20.98,11.7,4624,5244,32,0,136
970,20.45,11.6,2892,6993,15,0,123
971,19.63,10.7,4258,5631,11,0,121
972,21.92,10.2,3677,6203,20,0,122
973,17.58,9.9,3893,5981,26,0,116
974,16.35,9.2,2731,7161,8,0,166
975,16.94,9.6,4477,5408,15,0,150
976,17.24,9.7,7071,2798,31,0,131
977,18.16,10.2,7513,2353,34,0,130
978,19.23,10.6,7399,2385,116,0,117
979,17.11,9.7,7067,2785,48,0,109
980,16.78,9.2,7442,2451,7,0,110
981,16.38,9.2,8766,1125,9,0,109
982,16.89,9.5,8461,1438,1,0,114
983,18.53,10.2,8506,1381,13,0,122
984,18.46,10.3,9420,451,29,0,163
985,18.9,10.8,9776,102,22,0,184
986,19.82,11.1,9736,137,27,0,174
987,22.26,12.4,8863,774,263,0,186
988,24.58,14.1,7628,1828,444,0,176
989,26.1,15.0,7317,1376,1207,0,172
990,25.89,14.8,6788,2201,911,0,168
991,25.74,14.4,6368,3111,421,0,158
992,25.61,14.6,6001,3562,337,0,190
993,26.21,12.9,7717,1958,225,0,175
994,29.69,12.2,7689,1911,300,0,147
995,26.29,10.8,7938,1823,139,0,136
996,35.42,15.1,8947,947,6,0,157
997,34.82,15.0,9032,848,20,0,151
998,37.51,16.2,9161,729,10,0,176
999,37.72,16.0,9696,204,0,0,174
