Generation,Zeit,Spieldauer,Stapel,Flach,Diagonal,Unentschieden,Hoechste Fitness,Durchschnittliche Fitness
450,31.06,22.8,1906,4795,3086,113,4369.0,2837.265
451,32.62,23.9,2024,5472,2179,225,4364.0,2854.495
452,36.21,26.2,1413,6203,2070,214,4591.5,3199.94
453,38.16,28.0,1003,7296,1290,311,5439.5,3338.635
454,40.22,29.4,647,8281,706,266,5041.5,3577.46
455,43.1,30.9,510,8435,776,179,5163.5,3904.03
456,41.29,30.3,784,7813,1100,203,5245.5,3795.71
457,32.99,30.5,710,8522,493,175,5330.5,3841.28
458,32.48,30.6,732,8088,898,182,5328.0,3854.715
459,36.23,31.4,973,8038,646,243,6342.0,3899.485
460,35.18,31.2,612,8176,985,127,6688.5,4013.99
461,37.69,33.6,287,8868,608,137,6072.0,4348.395
462,38.26,33.2,237,8603,842,218,5905.0,4187.36
463,36.2,33.7,323,8384,1048,145,5539.5,4353.76
464,40.51,33.7,453,8265,1016,166,5671.0,4334.57
465,41.92,33.6,292,8246,1274,88,5708.0,4419.22
466,49.98,32.6,447,8148,1207,98,5582.0,4259.415
467,46.9,33.6,208,8521,1094,77,6770.0,4432.405
468,48.04,34.0,247,8163,1400,90,6478.5,4488.005
469,44.2,32.7,394,8195,1287,24,8614.5,4378.215
470,44.78,32.9,562,8122,1178,38,8210.0,4394.305
471,42.05,31.3,1166,6918,1666,150,7511.5,4056.97
472,36.98,27.9,2365,5234,1852,449,5955.0,3210.24
473,36.61,27.1,2485,4572,2147,696,4935.0,2790.965
474,34.31,25.9,2985,3832,2645,438,5217.0,2913.925
475,34.87,26.2,3416,3795,2367,322,5320.5,3092.3
476,39.13,29.2,2073,5211,1954,662,5396.0,3135.33
477,37.83,27.7,2525,4749,2070,556,5040.5,3036.59
478,34.11,24.5,3978,2792,2928,202,5252.0,2977.985
479,34.31,24.6,4356,2009,3299,236,5189.0,2974.225
480,31.27,22.7,4075,1271,4193,361,5060.5,2555.955
481,31.94,23.1,4461,1641,3544,254,5654.5,2746.775
482,33.41,24.3,4397,2214,3058,231,5944.0,2956.84
483,34.56,25.1,5280,2165,2224,231,5999.5,3066.09
484,35.65,26.2,5812,2290,1633,165,5913.5,3323.0
485,38.28,28.5,7266,923,1599,112,5749.0,3740.88
486,40.75,30.8,8343,529,868,160,5945.0,4046.22
487,41.35,30.3,8104,569,982,245,5913.5,3864.175
488,40.23,29.1,7402,1091,1277,130,6076.5,3811.115
489,40.87,30.0,7561,990,971,378,6129.0,3643.49
490,38.36,28.4,7631,733,1316,220,6153.0,3594.84
491,37.72,26.9,7337,993,1430,140,6133.5,3471.82
492,36.39,26.4,7024,1151,1592,133,5252.0,3388.42
493,33.46,24.4,7109,1090,1608,93,5606.5,3137.04
494,39.74,24.8,6808,1278,1615,199,5988.0,3079.45
495,39.05,25.1,6720,1659,1384,137,5648.0,3203.68
496,36.11,25.1,6307,1646,1831,116,5348.5,3222.46
497,36.14,26.0,6085,1729,1840,246,5411.5,3198.39
498,33.26,25.1,5699,2265,1705,231,5204.0,3066.52
499,33.26,24.4,5313,3458,954,175,4745.0,3016.775
500,31.53,24.4,5233,3624,826,217,4838.0,2967.235
501,33.1,25.4,5211,3351,1213,125,5294.0,3218.19
502,33.19,25.2,5596,2875,1172,257,5453.0,3044.215
503,34.92,26.2,4979,3048,1515,358,5597.5,3052.43
504,36.01,27.7,6125,1812,1731,232,6068.0,3436.17
505,33.97,26.0,4362,3883,1483,172,6252.0,3222.435
506,38.53,29.0,4975,1962,2545,418,5912.0,3374.495
507,42.86,32.7,3291,2085,3790,734,6457.0,3542.8
508,42.99,32.2,3505,2502,3370,523,7462.0,3717.91
509,40.98,30.6,4066,2466,2697,671,6805.0,3334.79
510,39.52,29.8,3863,1806,3240,991,5947.5,2828.445
511,38.71,29.0,4104,1694,3495,607,5441.0,3191.97
512,41.08,30.9,3460,2117,3781,542,6488.5,3550.925
513,41.16,31.1,2595,2833,3734,738,6424.0,3327.94
514,42.78,32.3,2899,2355,4129,517,6454.0,3791.365
515,41.18,31.0,3105,2088,4247,460,6219.5,3659.455
516,42.95,32.5,2475,1950,4829,646,7046.5,3664.94
517,44.57,33.5,1936,1950,5378,636,7069.0,3826.56
518,44.06,32.9,2378,2182,4546,794,6801.0,3536.175
519,45.64,33.8,1490,2360,5313,737,6560.5,3752.25
520,44.72,32.6,2100,2454,4527,819,6614.0,3459.135
521,47.31,34.1,2017,2377,4868,638,7508.0,3902.41
522,45.72,33.3,1721,2571,5202,406,7469.0,4070.045
523,47.99,34.8,1404,2328,5550,618,8162.0,4035.84
524,44.4,33.2,1776,2246,5131,747,7882.0,3645.39
525,44.99,34.1,1804,2191,5322,583,7689.0,3964.3
526,46.05,34.5,1848,1845,5337,870,7664.5,3688.925
527,45.52,34.6,1452,1966,5818,664,7163.5,3941.155
528,41.39,31.4,2717,2179,4605,399,6480.0,3778.39
529,44.38,33.4,2529,1449,5181,741,6301.5,3661.98
530,42.93,32.1,2894,1735,4584,687,6405.5,3523.645
531,44.7,33.7,2088,2003,4877,932,6213.5,3484.085
532,43.77,32.8,2095,2104,4918,783,6239.5,3515.625
533,44.97,33.9,1567,1609,6010,714,6500.0,3770.4
534,43.04,32.9,2159,1854,5051,836,6075.0,3469.28
535,45.12,34.1,1568,1614,5912,806,6604.0,3691.08
536,41.45,31.5,2377,1188,5601,734,6434.5,3348.98
537,42.1,32.0,1843,2172,4723,1162,6768.5,2913.895
538,39.51,30.2,3058,2396,3524,922,6046.0,2942.54
539,40.92,30.6,3177,2581,3213,929,6364.0,3010.335
540,39.51,29.7,3326,3130,2783,661,5909.5,3189.23
541,38.68,29.4,3815,2737,2744,604,5196.5,3221.06
542,38.87,29.6,3295,2497,3321,787,5723.0,3043.615
543,37.93,29.1,3041,2822,3386,651,5757.5,3131.735
544,39.7,30.3,2828,2785,3825,462,5680.0,3543.975
545,40.97,30.7,2971,2485,3764,680,5902.0,3347.9
546,39.71,29.9,3115,2939,3210,636,6406.5,3264.32
547,42.34,31.6,3015,2606,3796,483,6322.5,3728.685
548,39.55,29.3,3989,2399,3003,509,5725.0,3336.455
549,39.31,29.4,3782,2285,3217,616,5287.5,3225.775
550,38.18,28.4,4022,2211,3273,394,5208.5,3343.665
551,38.88,29.3,3643,2331,3283,643,5839.5,3178.555
552,40.57,30.1,3643,1964,3751,542,5777.0,3421.26
553,37.14,28.2,4279,2180,3051,390,6274.5,3322.585
554,37.22,27.5,4945,1920,2541,494,5608.0,3094.475
555,35.32,26.6,5404,1504,2681,311,5331.5,3187.755
556,34.74,26.0,5673,1490,2483,254,5408.0,3150.935
557,36.76,27.5,5510,1614,2417,359,5640.5,3252.795
558,36.61,27.3,5145,1744,2656,355,5343.5,3230.445
559,36.3,27.0,6044,1489,2015,352,5058.5,3190.585
560,33.31,25.0,6495,1279,1948,178,6116.5,3105.205
561,34.47,25.8,6313,1177,2089,321,6653.5,3070.935
562,40.3,30.4,4464,1385,3159,892,6702.5,3048.42
563,38.53,29.3,5227,1130,3172,371,6330.5,3510.44
564,38.9,29.0,5006,1152,3378,364,6056.0,3457.355
565,39.4,29.4,5268,1417,2843,372,6262.5,3511.18
566,38.23,28.6,6756,968,1989,187,6167.5,3604.42
567,41.52,31.0,7320,729,1548,303,6716.0,3811.18
568,41.32,30.3,6605,789,2017,489,6230.0,3473.415
569,40.73,30.4,6691,855,2090,264,5990.0,3793.265
570,41.34,30.8,7632,414,1407,447,6207.5,3661.395
571,40.42,29.9,7656,422,1659,163,6603.5,3868.975
572,41.8,30.9,7288,563,1831,218,6558.5,3957.675
573,41.48,31.2,6915,625,1852,508,6501.0,3634.14
574,42.29,31.2,6217,993,2141,549,6977.0,3577.145
575,42.54,31.7,6140,1255,2076,429,6313.0,3793.57
576,42.73,31.8,6038,1432,2279,151,6305.5,4133.44
577,44.48,33.4,4358,1821,3263,458,6329.5,3996.905
578,41.45,31.8,5097,2082,2496,225,6426.5,4048.405
579,38.51,29.3,5895,2028,1811,166,6696.5,3768.5
580,38.06,28.9,5693,2168,1862,177,6266.0,3697.525
581,37.07,27.8,4182,3506,2077,135,5602.0,3576.05
582,36.75,27.9,4166,3586,2066,82,5573.5,3665.45
583,32.33,24.3,2269,6148,1322,161,5824.5,2989.92
584,38.02,28.3,4348,3762,1512,278,5290.5,3494.885
585,41.21,31.2,5822,2376,1352,350,5213.0,3871.83
586,40.66,30.6,5124,2884,1522,370,5465.5,3745.8
587,42.7,32.1,5872,2101,1311,616,6743.0,3668.29
588,36.53,31.6,5265,2297,2135,203,6410.0,4079.1
589,31.46,30.5,4912,2820,2047,121,6440.5,3987.445
590,32.66,31.4,5627,2827,1156,290,6899.5,3881.43
591,31.24,30.8,5505,2537,1515,343,6644.0,3748.05
592,32.39,29.0,4961,3534,1010,395,6038.0,3423.57
593,32.93,27.4,5578,3301,790,231,6108.5,3389.4
594,33.62,26.5,6102,2968,605,225,5653.0,3277.385
595,33.1,25.7,5338,3745,557,260,5235.0,3107.4
596,33.64,26.4,5458,3475,607,360,5153.0,3072.285
597,33.54,26.6,5428,3639,529,304,5721.0,3166.465
598,34.14,26.8,5413,3818,415,254,5877.0,3237.83
599,36.33,27.2,5933,3282,545,140,5845.5,3456.99
600,36.79,28.4,6118,3256,470,56,6702.0,3742.21
601,38.33,29.9,4449,4793,485,173,6848.0,3805.54
602,39.4,30.7,5467,3394,607,432,5755.0,3668.725
603,41.0,32.4,6058,2283,882,677,5782.0,3595.895
604,41.59,32.9,5789,2490,913,708,6068.5,3629.025
605,41.97,32.8,5870,2400,870,760,5762.0,3545.905
606,41.08,32.1,5531,3023,775,571,5638.5,3680.55
607,38.78,31.1,5405,3382,667,446,5995.0,3683.0
608,38.68,30.7,4825,4018,756,301,6564.5,3782.97
609,38.38,30.2,5082,3963,521,334,6733.0,3688.96
610,39.37,30.9,5433,3534,548,385,6936.0,3729.86
611,40.3,31.8,6019,2827,610,444,6449.5,3771.36
612,40.14,31.8,6090,2705,862,243,6207.0,4019.525
613,39.91,31.5,5021,3562,721,596,5571.5,3555.415
614,40.49,32.0,3889,4413,747,851,6818.5,3309.415
615,40.35,31.7,2944,5430,946,580,6898.5,3579.525
616,38.9,30.6,4571,4086,868,375,6566.5,3678.45
617,40.4,32.7,4808,3457,1005,630,6985.5,3690.04
618,40.46,32.4,6010,2220,1081,589,6411.5,3712.295
619,40.82,31.9,5216,2876,1272,536,5896.0,3694.25
620,38.76,30.8,4808,3476,1319,297,5807.5,3818.045
621,39.78,31.0,6055,2375,1197,273,6023.5,3910.295
622,37.87,30.1,5784,2727,1288,101,5798.5,3967.84
623,40.29,32.6,6265,1856,1532,247,6629.5,4145.75
624,43.05,33.5,6382,1463,1748,307,6856.0,4186.365
625,42.78,33.3,6019,1715,1738,428,6994.5,4000.58
626,40.91,32.8,5948,1849,1667,436,6412.5,3924.47
627,38.81,30.9,6518,2096,1027,259,5877.0,3863.995
628,38.67,30.3,7341,1444,943,172,6355.0,3865.195
629,34.71,28.0,7175,2011,551,163,5708.0,3530.06
630,35.26,27.8,6484,2504,767,145,6142.0,3537.85
631,38.46,30.3,5098,2979,1428,395,6621.5,3604.815
632,40.02,31.5,4725,2661,2073,441,7058.5,3714.695
633,40.3,31.2,4305,3161,2082,352,7255.5,3791.495
634,39.69,30.7,3967,3512,1942,479,7070.5,3568.355
635,37.33,29.3,5028,2947,1801,124,6329.5,3774.6
636,35.76,28.0,5331,3009,1330,230,6278.0,3470.265
637,38.11,30.0,5069,2941,1823,67,7060.5,3932.705
638,39.63,30.5,5438,2331,1776,355,6441.5,3680.09
639,39.98,31.0,4567,2905,2196,232,6541.0,3904.3
640,39.63,31.1,4680,2983,1934,303,6633.0,3831.91
641,38.49,30.4,4968,2748,1796,388,6483.5,3633.305
642,38.02,29.9,5826,2201,1480,393,5998.5,3561.225
643,39.83,31.1,5267,2572,1796,265,6762.0,3887.155
644,40.21,30.9,5111,2637,1682,470,6793.5,3619.135
645,39.4,30.7,5620,2421,1369,490,6992.0,3571.415
646,38.35,30.5,5924,2025,1510,441,6885.0,3595.215
647,39.45,30.6,6100,2242,1226,332,7309.5,3739.53
648,38.86,30.2,6069,1895,1727,209,7815.0,3820.575
649,38.16,30.1,6378,1850,1535,137,7799.5,3890.45
650,37.5,29.1,7441,1402,1052,5,7902.5,3908.76
651,38.82,30.1,7365,684,1842,9,8143.0,4043.925
652,38.74,30.6,6356,1351,2176,17,8044.0,4098.745
653,38.16,30.2,7090,828,1858,124,7755.0,3911.965
654,37.82,29.8,6280,1338,2240,42,7864.5,3958.505
655,38.11,30.0,6936,861,1991,112,7708.5,3914.195
656,38.22,30.5,7037,942,1737,184,7627.5,3897.77
657,37.44,30.3,6478,1408,1931,83,7615.0,3982.445
658,37.83,30.4,6334,1643,1823,100,7581.0,3968.42
659,37.29,30.3,6185,1544,2127,44,7769.5,4032.4
660,39.17,30.9,5736,1585,2457,122,7576.5,4029.95
661,38.0,30.8,5825,1618,2214,243,7545.5,3856.32
662,39.57,31.0,5677,1609,2480,134,7841.0,4024.47
663,38.98,30.7,6028,1519,2205,148,7529.0,3966.02
664,38.7,30.7,5780,1728,2251,141,7384.5,3962.95
665,38.59,30.5,6061,1600,2158,81,7269.5,4004.42
666,38.64,30.2,6157,1753,1950,40,7041.5,4015.685
667,39.86,30.7,5868,2139,1871,22,6921.0,4112.375
668,38.68,30.6,5541,2170,2162,27,6744.5,4080.33
669,39.05,30.3,5747,2154,1962,37,7011.5,4038.185
670,39.25,31.1,5556,2516,1724,104,7211.0,4078.095
671,39.98,31.4,6510,1907,1424,59,7446.5,4197.985
672,39.81,30.9,6337,1812,1732,19,7569.0,4158.135
673,41.19,31.8,5651,1824,2400,25,7325.0,4274.505
674,39.89,32.1,5012,1804,2857,227,7205.5,4058.475
675,40.23,31.7,5444,2126,2132,198,6910.0,4042.9
676,40.33,31.8,5792,2028,1868,212,6939.0,4044.74
677,40.4,31.5,5816,1862,2033,189,6532.0,4044.535
678,39.32,31.5,6416,1707,1605,172,6677.5,4072.04
679,40.64,32.0,6704,1514,1480,202,6728.5,4113.03
680,40.06,32.0,6056,1611,1696,537,6312.0,3708.235
681,40.05,31.9,6091,1668,1643,498,6319.5,3736.39
682,41.51,32.7,5788,1593,1850,669,7464.0,3676.87
683,41.13,32.2,6154,1411,2034,301,7515.0,4039.865
684,40.24,33.0,5946,1658,1872,424,7651.0,3996.695
685,42.91,33.9,6302,1183,1531,884,7115.0,3600.635
686,41.08,33.2,6264,1442,1358,836,6532.0,3545.815
687,41.04,32.4,6109,1612,1617,562,6229.5,3741.965
688,39.19,31.4,6512,1046,1345,997,5535.5,3073.75
689,39.06,31.1,6684,1281,1484,451,6265.5,3675.67
690,40.37,32.3,6098,1582,1545,675,6133.0,3599.52
691,39.95,31.8,6507,1268,1528,597,5943.5,3617.885
692,38.09,30.8,6616,1534,1241,509,5782.0,3568.145
693,38.63,30.9,6492,1416,1259,733,5844.0,3305.53
694,41.29,32.8,5985,1493,1405,1017,6087.0,3268.53
695,39.73,31.6,6518,1506,1261,615,5789.5,3574.13
696,39.02,31.6,5907,1539,1692,762,6191.0,3377.44
697,40.73,32.2,6134,1784,1280,702,6601.5,3547.94
698,42.5,33.7,6244,1803,1156,697,7048.5,3773.555
699,42.1,33.4,6035,1571,1218,1076,6396.5,3275.935
700,41.77,33.6,6530,1262,1372,736,6396.5,3708.06
701,39.98,31.3,6521,1095,1196,1088,5376.5,2935.22
702,38.48,30.0,6733,1409,1285,473,5614.5,3490.955
703,36.8,29.0,6625,1566,1080,629,5249.0,3153.61
704,32.9,26.3,7655,555,1248,442,5011.5,2974.21
705,34.69,27.6,7369,631,1473,427,5460.0,3187.675
706,33.87,26.5,7517,1007,1033,343,5294.5,3141.725
707,30.7,24.3,7996,841,808,255,4932.0,2908.205
708,25.85,20.7,8001,1161,628,110,4946.0,2555.405
709,28.64,22.6,7748,1872,280,0,5424.0,2999.605
710,30.83,24.2,7750,1812,338,0,5584.0,3234.505
711,32.5,25.6,6918,2282,699,1,5977.0,3435.485
712,34.07,27.1,5537,2725,1629,9,6010.0,3636.89
713,32.96,25.7,4845,3274,1781,0,6352.5,3438.275
714,32.52,25.9,4918,4433,549,0,5892.0,3497.665
715,32.04,25.4,6012,3280,590,18,5818.5,3399.94
716,33.03,26.1,6567,2640,693,0,5865.0,3521.53
717,33.58,26.8,6253,2906,693,48,6024.5,3559.865
718,30.74,24.8,7070,2331,491,8,5464.0,3307.195
719,31.79,25.1,7558,1905,370,67,5353.0,3278.8
720,31.5,24.5,7053,2436,392,19,5629.5,3260.205
721,31.83,25.3,7581,1879,357,83,5876.5,3291.51
722,30.6,24.5,8332,1320,204,44,5910.0,3222.62
723,32.78,26.3,7965,1465,388,82,6288.0,3445.755
724,34.54,27.2,7108,1975,750,67,5631.5,3578.48
725,37.11,29.4,5861,2500,1212,327,5950.5,3572.41
726,35.4,27.8,5649,2783,1347,121,6297.5,3582.725
727,35.97,29.1,6211,2301,1267,121,5907.0,3772.99
728,35.26,28.0,6826,1948,1004,122,5923.5,3598.965
729,35.73,28.1,6899,1995,882,124,5613.5,3622.265
730,34.06,27.3,6252,2589,787,272,5411.0,3309.99
731,31.21,25.0,7057,1865,867,111,5404.5,3165.745
732,31.74,25.3,7503,1214,955,228,5541.0,3090.775
733,32.5,26.2,6995,1630,961,314,5168.5,3104.92
734,30.63,24.3,7148,1887,661,204,4798.5,2959.125
735,30.38,24.4,7820,1444,387,249,4328.5,2929.96
736,30.92,25.1,7462,1906,371,161,4776.0,3126.205
737,33.33,26.9,7373,1605,503,419,5170.0,3149.775
738,31.06,25.5,7812,1422,488,178,4916.0,3208.48
739,34.08,27.7,7652,1220,542,486,6024.0,3175.855
740,33.72,27.5,7768,1256,563,313,6368.0,3354.215
741,36.16,29.2,7726,1117,556,501,6124.5,3364.54
742,37.38,29.6,6561,1634,1134,571,6182.0,3339.615
743,36.07,29.5,5838,2465,1113,484,5946.0,3421.655
744,34.16,28.1,6156,2042,1273,429,5984.0,3268.445
745,35.74,29.1,6418,1085,1699,698,5644.5,3120.255
746,36.55,29.5,5324,1718,2170,688,5722.0,3177.385
747,35.16,28.8,4811,1678,2835,576,6572.5,3206.2
748,37.09,30.5,3743,1873,3367,917,6953.0,3022.9
749,34.72,28.5,4346,1290,3570,694,6900.5,2995.865
750,36.18,30.0,3962,1702,3250,986,6761.0,2857.56
751,37.81,31.1,3614,1530,3855,901,7280.0,3118.6
752,36.85,29.3,3813,2079,3202,806,6314.0,2965.485
753,37.87,30.9,3643,3643,2116,498,5948.0,3549.68
754,41.23,33.5,2739,5524,888,749,6434.0,3620.475
755,36.6,30.5,4542,3525,1046,787,6009.5,3173.605
756,36.3,29.5,5060,2179,1433,1228,4913.5,2504.04
757,33.51,27.4,6067,1053,1487,1293,4656.0,2112.485
758,32.31,26.5,6288,1112,1624,876,5099.5,2466.215
759,33.0,27.3,5672,771,2311,1146,5016.0,2225.525
760,32.6,26.8,6020,673,2319,888,5913.0,2484.02
761,36.05,29.2,4246,1101,3111,1442,5689.5,2167.175
762,33.8,27.8,4796,1349,2527,1228,5386.0,2218.155
763,31.7,25.3,5514,1612,1927,847,4755.0,2322.39
764,31.42,25.6,5036,1893,2057,914,4935.5,2292.38
765,33.28,27.2,4425,1817,2506,1152,4948.5,2254.52
766,30.23,24.3,5474,1862,1932,632,5266.5,2449.415
767,31.29,25.4,5125,1824,2043,908,5498.5,2280.74
768,32.97,27.2,4577,1867,2505,951,5267.0,2481.08
769,33.63,27.5,4625,1790,2489,996,5583.0,2457.655
770,31.24,25.8,5102,2086,2178,534,5703.0,2776.18
771,31.16,25.4,5655,1495,2386,364,5655.0,2920.38
772,31.15,25.9,5434,1403,2411,652,5146.0,2655.455
773,32.04,26.4,5316,1489,2331,764,5041.5,2604.65
774,33.03,26.4,4982,1752,2104,1062,4726.0,2240.96
775,34.34,28.7,3589,2676,2832,803,5535.5,2889.325
776,36.25,29.8,3151,2735,3019,995,5608.5,2821.11
777,31.02,27.5,4014,2568,2548,770,6083.5,2759.355
778,36.51,28.0,4434,2475,2237,754,6110.5,2852.985
779,38.61,29.1,3667,2542,2878,813,5878.5,2943.635
780,40.74,30.3,3162,2644,3434,660,6763.0,3312.23
781,40.75,30.8,2880,2641,3750,629,6880.5,3437.945
782,43.59,32.3,2137,3770,3505,488,6856.0,3830.48
783,38.38,30.3,2232,4654,2461,553,7189.5,3440.49
784,43.03,32.3,1370,6032,1821,677,7248.5,3587.835
785,40.77,32.9,1190,6470,1611,629,7325.5,3757.22
786,43.55,34.4,802,7071,1199,828,7028.0,3736.555
787,41.23,32.7,1265,6183,1922,530,7047.5,3830.345
788,40.27,31.5,1628,5589,1980,703,6803.0,3444.225
789,39.47,32.2,1275,6870,1437,318,7155.0,4005.155
790,39.98,31.4,1288,6270,1796,546,6895.0,3614.41
791,41.13,32.5,1292,6242,1778,588,6838.0,3739.485
792,40.96,32.4,1117,6285,1507,991,6902.5,3235.585
793,40.47,31.2,1024,6527,1752,597,6749.5,3516.525
794,40.81,31.3,957,6241,2105,597,6997.0,3538.205
795,39.8,31.6,737,6780,1784,599,6636.0,3563.075
796,38.12,29.9,927,6575,1638,760,5496.0,3099.855
797,36.9,29.4,932,6285,1934,749,5206.0,3025.0
798,37.57,29.8,1085,6468,1528,819,5077.0,3002.345
799,37.76,30.1,819,6146,1937,998,4781.5,2832.765
800,37.79,30.0,756,6569,1831,744,5241.5,3126.625
801,39.69,30.4,614,6489,1894,903,6144.5,2974.9
802,32.13,30.3,628,6251,2197,824,6237.5,3058.08
803,30.97,30.8,593,6560,2131,616,6729.0,3381.495
804,38.55,31.4,439,5884,2912,665,6526.5,3407.645
805,38.9,31.0,595,6456,2541,308,6732.5,3764.915
806,38.87,31.4,488,6471,2467,474,6708.0,3625.595
807,40.25,32.4,257,6997,2379,267,7093.0,4024.67
808,38.08,31.7,413,6324,2886,277,6869.5,3906.185
809,39.69,32.0,179,6417,3093,211,6470.0,4024.875
810,36.72,31.9,303,6615,2647,335,6467.0,3863.405
811,35.95,31.6,193,7126,2385,196,7190.0,3990.225
812,39.3,31.6,300,6902,2414,284,6814.0,3899.975
813,37.55,31.2,288,6888,2417,307,6104.5,3795.225
814,35.07,30.1,415,6138,3030,317,5978.5,3643.035
815,34.19,28.4,907,4988,3622,383,5218.0,3321.29
816,33.74,28.6,1145,4864,3474,417,5905.5,3314.05
817,33.47,27.9,2285,3656,3633,326,5497.5,3315.915
818,34.5,29.9,916,5342,3537,105,5699.0,3866.315
819,36.82,31.1,704,5866,3146,184,5615.0,3935.05
820,36.28,31.4,878,5877,2957,188,5546.5,3977.59
821,38.78,32.7,335,7346,2132,87,5396.0,4295.245
822,38.85,33.2,312,8688,897,3,5474.5,4449.62
823,39.51,34.0,188,8706,920,86,5533.5,4473.425
824,38.8,33.9,2,8868,1024,6,5583.5,4556.345
825,37.98,34.5,86,8807,1004,3,5763.0,4658.18
826,37.51,34.3,54,8671,1004,171,5297.5,4418.615
827,36.78,34.0,153,8712,866,169,5445.0,4377.105
828,37.54,35.2,7,8960,735,198,5327.0,4512.665
829,36.68,34.5,7,9110,607,176,5299.5,4435.995
830,37.32,34.9,30,9361,442,67,5241.5,4616.385
831,37.06,34.7,5,9330,385,180,5378.5,4469.085
832,36.76,34.9,88,8502,1199,111,5662.5,4577.615
833,37.21,34.8,66,8692,966,176,5505.5,4493.33
834,38.16,35.1,249,9157,392,102,5583.0,4615.0
835,38.15,35.2,0,8646,999,255,5272.0,4452.89
836,38.34,35.4,147,9215,421,117,5198.5,4635.165
837,37.77,35.4,0,8805,756,339,5261.5,4377.275
838,36.98,34.1,98,8718,889,195,5174.5,4347.465
839,37.6,35.0,346,8688,850,16,5325.0,4693.815
840,36.96,34.4,107,8961,555,277,5193.0,4292.57
841,37.42,34.6,271,8868,691,70,5332.0,4575.675
842,38.34,35.2,86,8712,927,175,5470.0,4530.27
843,36.76,34.6,216,8875,460,349,5174.0,4231.275
844,37.14,34.5,273,8710,693,224,5135.0,4363.685
845,37.4,34.7,7,9415,273,205,5075.5,4426.105
846,36.56,34.3,255,8761,624,260,6008.0,4301.235
847,37.58,34.6,103,9289,323,185,6700.5,4428.075
848,36.98,34.9,43,8856,736,265,6645.0,4377.79
849,37.49,34.5,28,8734,887,251,6540.0,4342.845
850,38.39,35.0,34,9188,528,150,6863.5,4534.905
851,38.43,35.0,116,8958,712,114,6472.5,4565.95
852,39.2,34.7,118,8813,899,70,5865.0,4586.515
853,38.03,34.7,182,9110,525,83,5342.5,4566.96
854,35.37,34.6,401,8876,565,58,5577.0,4579.91
855,36.88,34.9,354,8715,660,171,5917.0,4499.565
856,35.26,34.7,310,8795,638,157,6203.0,4481.59
857,36.0,34.4,290,8925,652,33,6854.0,4590.13
858,36.32,33.9,419,9089,317,75,6734.5,4467.515
859,37.78,35.4,58,9079,511,252,6922.0,4469.305
860,35.68,34.3,265,8622,855,158,6429.5,4420.81
861,37.28,34.5,284,9034,534,48,6338.5,4577.14
862,38.46,34.2,293,8962,550,95,6274.0,4488.86
863,37.99,33.9,599,8405,746,150,5446.5,4383.68
864,38.25,34.0,522,8592,669,117,5378.5,4432.56
865,36.66,35.0,97,8763,871,169,5458.5,4513.505
866,36.65,35.0,25,8810,979,86,5468.0,4613.77
867,39.31,35.4,71,9198,518,113,5335.5,4638.69
868,37.18,34.1,97,9225,428,150,5216.0,4403.4
869,38.44,35.7,23,9163,655,59,5446.5,4754.865
870,37.86,34.8,66,8924,806,104,5557.5,4571.44
871,38.29,35.1,270,8578,874,178,5639.0,4534.52
872,38.51,34.6,157,8678,958,107,5428.0,4542.07
873,37.69,34.8,255,9204,324,117,5368.5,4554.35
874,38.3,35.6,204,8929,670,97,5472.0,4697.135
875,37.33,34.4,534,8722,580,64,5415.0,4556.775
876,38.32,35.0,292,9172,246,190,5167.0,4491.43
877,38.05,35.0,320,8935,545,100,5445.0,4603.815
878,38.18,35.5,185,9019,529,167,5289.0,4580.01
879,38.31,35.0,298,9072,238,292,5223.5,4364.955
880,38.11,35.1,284,8688,641,287,5142.0,4385.55
881,31.75,34.3,437,8626,763,74,5603.0,4536.915
882,31.81,35.4,105,9165,557,73,5301.0,4688.84
883,32.09,35.1,360,8626,741,173,5471.0,4536.485
884,31.8,35.2,192,9286,189,233,5318.5,4463.575
885,33.05,35.6,150,9172,406,172,5479.0,4603.355
886,31.65,35.2,130,9087,312,371,4990.5,4304.01
887,31.72,35.0,295,8863,507,235,5369.0,4440.135
888,34.13,35.7,128,9018,575,179,5362.5,4608.585
889,32.56,35.6,130,9304,259,207,5153.5,4548.545
890,31.65,35.8,64,9287,329,220,5088.0,4569.515
891,31.35,35.1,208,9193,258,241,5176.5,4447.65
892,31.91,36.0,111,9312,292,185,5090.5,4636.165
893,31.32,35.5,135,9392,217,156,5190.5,4604.04
894,31.08,35.2,128,9334,330,108,7719.0,4611.915
895,30.8,35.2,377,9188,235,100,7296.5,4623.33
896,30.72,35.1,552,8860,416,72,6733.0,4637.405
897,30.87,35.2,338,8838,403,321,6012.0,4363.23
898,31.29,34.6,534,8568,421,377,5416.0,4200.855
899,30.36,34.7,537,8514,565,284,5509.5,4325.06
900,30.84,34.7,683,8221,509,487,5192.0,4081.56
901,30.83,35.4,332,8868,385,315,5391.5,4387.875
902,31.18,35.5,171,8953,450,326,5365.5,4398.655
903,30.8,35.0,275,8556,606,463,5314.5,4155.17
904,30.89,34.6,476,8815,287,322,5157.5,4263.2
905,32.98,35.1,379,8868,377,276,5306.0,4397.705
906,31.86,35.5,332,8470,683,415,5292.0,4292.83
907,32.09,35.3,603,8071,738,488,4979.5,4180.375
908,32.46,34.9,683,7987,607,623,5354.5,3950.21
