Generation,Zeit,Spieldauer,Stapel,Flach,Diagonal,Unentschieden,Hoechste Fitness,Durchschnittliche Fitness
481,17.9,9.2,7241,531,2128,0,3551.0,943.265
482,13.99,7.0,9900,0,0,0,544.5,544.5
483,10.09,4.9,9752,122,26,0,2972.5,418.62
484,11.42,5.9,7753,2019,128,0,2569.0,423.52
485,14.03,7.0,9900,0,0,0,544.5,544.5
486,15.51,7.8,5450,4361,89,0,2082.0,745.19
487,18.74,9.3,9126,156,618,0,3683.5,987.11
488,14.43,7.3,9900,0,0,0,1450.5,619.965
489,21.98,11.3,7990,1901,7,2,4244.0,1348.885
490,9.1,4.5,9900,0,0,0,1241.0,367.93
491,11.42,5.5,9899,0,1,0,681.0,328.5
492,18.1,9.2,9632,4,264,0,2342.0,1018.545
493,22.18,10.9,9436,342,122,0,3806.5,1262.32
494,26.01,13.3,7553,250,2097,0,4242.0,1631.255
495,17.03,8.5,9854,3,43,0,3330.5,925.34
496,11.84,6.0,9894,3,3,0,1235.5,400.685
497,22.86,11.6,8833,54,1013,0,2949.0,1300.735
498,14.11,6.9,9900,0,0,0,3262.0,548.46
499,12.42,6.0,9900,0,0,0,594.0,594.0
500,22.31,11.2,7669,918,1313,0,2711.5,1196.305
501,16.1,8.0,6559,1623,1718,0,2976.0,802.77
502,14.91,7.6,9587,16,297,0,1943.0,661.82
503,18.56,9.6,6296,2213,1391,0,3818.5,991.965
504,23.1,11.9,8595,377,928,0,3087.5,1343.065
505,15.63,7.8,9660,1,239,0,1580.0,686.02
506,15.48,7.7,8675,3,1222,0,1919.0,705.55
507,18.4,9.3,9838,35,27,0,2372.5,933.285
508,21.88,11.2,4910,3574,1416,0,3306.5,1262.735
509,17.73,8.9,6809,2760,331,0,3030.0,899.52
510,21.32,11.0,8576,1161,163,0,3204.5,1229.165
511,15.62,7.9,9568,33,299,0,2929.5,690.12
512,10.35,5.0,9900,0,0,0,247.5,247.5
513,10.28,5.0,9900,0,0,0,3013.0,251.865
514,19.46,9.9,9648,26,226,0,3299.0,1130.59
515,18.62,9.2,9754,6,140,0,3653.5,1031.93
516,18.49,9.4,9803,3,94,0,2426.0,1080.785
517,21.42,11.0,7635,13,2252,0,3466.0,1264.915
518,18.16,9.1,9803,92,5,0,2667.5,916.69
519,23.57,12.2,9759,75,66,0,3778.0,1399.555
520,21.23,10.8,9692,44,164,0,2650.0,1283.705
521,17.53,8.9,9664,91,145,0,1675.0,992.375
522,15.17,7.5,9893,2,5,0,2997.0,695.09
523,20.65,10.4,8088,1805,7,0,3824.0,1153.815
524,6.86,3.1,250,9650,0,0,368.5,-37.32
525,11.48,5.6,9789,111,0,0,798.5,342.7
526,20.13,10.2,9900,0,0,0,1455.0,1216.255
527,11.19,5.4,9418,2,480,0,868.0,315.315
528,11.87,6.0,8370,1,1529,0,2972.0,555.755
529,12.28,5.9,9900,0,0,0,490.5,384.12
530,25.74,13.0,9058,656,186,0,3839.0,1466.865
531,24.1,12.4,6519,3320,61,0,4397.5,1450.165
532,21.35,10.9,9482,407,11,0,3655.0,1132.88
533,21.09,10.8,7912,188,1800,0,3742.5,1176.635
534,14.88,7.5,9900,0,0,0,1817.0,651.625
535,10.33,5.0,9900,0,0,0,247.5,247.5
536,11.08,5.4,9864,34,2,0,676.5,309.22
537,11.22,5.4,9588,187,125,0,891.5,304.31
538,13.95,7.0,9780,0,120,0,3355.0,599.21
539,19.36,9.7,9533,52,313,2,2926.5,964.49
540,19.48,9.3,9881,2,17,0,1517.5,896.36
541,14.41,7.1,9891,9,0,0,1281.0,561.05
542,22.09,11.4,9470,62,368,0,2702.5,1237.99
543,17.53,8.8,8862,10,1028,0,3514.5,885.45
544,22.49,11.6,9041,160,699,0,3905.5,1373.785
545,20.71,10.6,9335,563,2,0,3055.5,1139.7
546,24.94,12.8,7741,2159,0,0,4003.0,1515.15
547,13.82,6.8,9860,31,9,0,3575.5,705.37
548,17.59,9.1,6465,1658,1777,0,3124.0,952.485
549,24.54,12.4,4193,585,5122,0,4013.5,1487.48
550,15.35,7.6,8671,0,1229,0,1895.5,658.62
551,13.33,6.7,9795,105,0,0,864.5,507.685
552,10.71,5.2,3474,6382,44,0,1297.0,417.89
553,24.69,12.4,7689,1443,768,0,4232.0,1485.08
554,21.41,10.7,8762,1065,73,0,1849.0,1100.01
555,21.76,10.7,8864,943,93,0,3791.0,1169.055
